,best_epoch,best_test_loss,datasetname,model,n_normflows,percent,test_error_rate,test_measures
332,281.0,2.00593512399,energy,mixture,3,0.5,3.05402064323,best_val_loss
333,280.0,8499.69469303,energy,mixture,4,0.5,27.0845851898,best_val_loss
334,278.0,3.4113957789,energy,mixture,8,0.5,3.14496445656,best_val_loss
335,295.0,14.9260838496,energy,mixture,20,0.5,6.85435914993,best_val_loss
336,196.0,21.8840625317,energy,mixture,1,1.0,9.53198242188,best_val_loss
337,307.0,21.9992415193,energy,mixture,2,1.0,9.13197135925,best_val_loss
338,190.0,3.99513140592,energy,mixture,3,1.0,2.66111540794,best_val_loss
339,20.0,7973.55471168,energy,mixture,4,1.0,20.750957489,best_val_loss
340,315.0,5.01919506123,energy,mixture,8,1.0,2.79562616348,best_val_loss
341,244.0,9.2073024403,energy,mixture,20,1.0,3.35320782661,best_val_loss
342,328.0,2.19872908159,energy,baseline,1,0.25,5.87074232101,best_val_loss
343,361.0,2.45606449672,energy,baseline,2,0.25,9.12828922272,best_val_loss
344,317.0,5.40803121592,energy,baseline,3,0.25,9.42589187622,best_val_loss
345,130.0,2.4326504794,energy,baseline,4,0.25,12.2749357224,best_val_loss
346,346.0,2.73551009537,energy,baseline,8,0.25,3.37170267105,best_val_loss
347,358.0,1.52204917313,energy,baseline,20,0.25,2.95918369293,best_val_loss
348,250.0,2.96612499287,energy,baseline,1,0.5,9.30389308929,best_val_loss
349,161.0,2.98813376489,energy,baseline,2,0.5,2.74644088745,best_val_loss
350,159.0,2.34688309261,energy,baseline,3,0.5,2.91457128525,best_val_loss
351,252.0,6.06193314589,energy,baseline,4,0.5,9.5522146225,best_val_loss
352,193.0,2.36424192206,energy,baseline,8,0.5,2.61645889282,best_val_loss
353,180.0,2.60715405353,energy,baseline,20,0.5,2.90715169907,best_val_loss
354,179.0,8.29240912896,energy,baseline,1,1.0,9.26332855225,best_val_loss
355,249.0,7.76818401783,energy,baseline,2,1.0,9.49592590332,best_val_loss
356,161.0,2.99235508659,energy,baseline,3,1.0,2.72597360611,best_val_loss
357,20.0,101.008693844,energy,baseline,4,1.0,8.27711296082,best_val_loss
358,133.0,2.74674501667,energy,baseline,8,1.0,2.49515914917,best_val_loss
359,111.0,3.50732932153,energy,baseline,20,1.0,2.81439876556,best_val_loss
360,189.0,2.84130978275,energy,planarflowdet,1,0.25,11.0940589905,best_val_loss
361,399.0,2.39928337196,energy,planarflowdet,2,0.25,7.28035974503,best_val_loss
362,422.0,3.59423134544,energy,planarflowdet,3,0.25,9.09065914154,best_val_loss
363,309.0,13.2647776418,energy,planarflowdet,4,0.25,23.6073913574,best_val_loss
364,592.0,1.51546973687,energy,planarflowdet,8,0.25,3.85051631927,best_val_loss
365,222.0,511.414081524,energy,planarflowdet,20,0.25,147.009048462,best_val_loss
366,267.0,2.27127412078,energy,planarflowdet,1,0.5,3.019115448,best_val_loss
367,263.0,1.85489837845,energy,planarflowdet,2,0.5,2.88220214844,best_val_loss
368,338.0,1.22054758939,energy,planarflowdet,3,0.5,4.87930488586,best_val_loss
369,268.0,6.01410457066,energy,planarflowdet,4,0.5,6.06500482559,best_val_loss
370,276.0,11.3692881597,energy,planarflowdet,8,0.5,9.65240859985,best_val_loss
371,403.0,15.0186985561,energy,planarflowdet,20,0.5,7.69465017319,best_val_loss
372,193.0,7.25879044966,energy,planarflowdet,1,1.0,0.975821793079,best_val_loss
373,224.0,14.0065806005,energy,planarflowdet,2,1.0,7.31381988525,best_val_loss
374,76.0,10.5216629226,energy,planarflowdet,3,1.0,8.50960445404,best_val_loss
375,51.0,18.3453371122,energy,planarflowdet,4,1.0,15.2436265945,best_val_loss
376,148.0,9.64186128393,energy,planarflowdet,8,1.0,19.4468898773,best_val_loss
377,152.0,19.210710798,energy,planarflowdet,20,1.0,130.058074951,best_val_loss
378,104.0,0.455880251798,energy,baselinedetplus,1,0.25,3.7450633049,best_val_loss
379,26.0,2.07009768796,energy,baselinedetplus,2,0.25,17.4379673004,best_val_loss
380,112.0,2.03584487717,energy,baselinedetplus,3,0.25,19.8163261414,best_val_loss
381,82.0,2.2950825877,energy,baselinedetplus,4,0.25,23.1191711426,best_val_loss
382,129.0,2.98675933442,energy,baselinedetplus,8,0.25,41.750453949,best_val_loss
383,70.0,3.23181647759,energy,baselinedetplus,20,0.25,52.6338272095,best_val_loss
384,321.0,0.307484886863,energy,baselinedetplus,1,0.5,2.72394728661,best_val_loss
385,57.0,0.661988444143,energy,baselinedetplus,2,0.5,4.37535858154,best_val_loss
386,137.0,1.42098404525,energy,baselinedetplus,3,0.5,10.5886011124,best_val_loss
387,122.0,0.819276041799,energy,baselinedetplus,4,0.5,4.80818414688,best_val_loss
388,289.0,1.2784120634,energy,baselinedetplus,8,0.5,5.52333164215,best_val_loss
389,64.0,2.4286635758,energy,baselinedetplus,20,0.5,26.9408130646,best_val_loss
390,35.0,0.399014658742,energy,baselinedetplus,1,1.0,3.2676627636,best_val_loss
391,31.0,0.523597073245,energy,baselinedetplus,2,1.0,4.47857284546,best_val_loss
392,191.0,0.583126910321,energy,baselinedetplus,3,1.0,2.4793176651,best_val_loss
393,46.0,1.23599451238,energy,baselinedetplus,4,1.0,6.96155405045,best_val_loss
394,100.0,1.03366069051,energy,baselinedetplus,8,1.0,6.63242435455,best_val_loss
395,110.0,1.78757248916,energy,baselinedetplus,20,1.0,13.9186782837,best_val_loss
396,151.0,1.7845571939,energy,radialflowdet,1,0.25,3.99067473412,best_val_loss
397,340.0,3.1531233354,energy,radialflowdet,2,0.25,2.00240039825,best_val_loss
398,45.0,6.29278306837,energy,radialflowdet,3,0.25,7.56010055542,best_val_loss
399,195.0,1.23745088453,energy,radialflowdet,4,0.25,3.55884790421,best_val_loss
400,269.0,0.31236628743,energy,radialflowdet,8,0.25,1.33014035225,best_val_loss
401,0.0,inf,energy,radialflowdet,20,0.25,inf,best_val_loss
402,263.0,0.0164754297826,energy,radialflowdet,1,0.5,0.574404060841,best_val_loss
403,238.0,-0.874335549094,energy,radialflowdet,2,0.5,0.806438088417,best_val_loss
404,236.0,-1.12848395806,energy,radialflowdet,3,0.5,0.660587191582,best_val_loss
405,281.0,4.42924856211,energy,radialflowdet,4,0.5,0.605732738972,best_val_loss
406,212.0,-1.1771487942,energy,radialflowdet,8,0.5,0.660435199738,best_val_loss
407,0.0,inf,energy,radialflowdet,20,0.5,inf,best_val_loss
408,204.0,5.91425680185,energy,radialflowdet,1,1.0,0.63060849905,best_val_loss
409,202.0,5.07294087596,energy,radialflowdet,2,1.0,0.67373329401,best_val_loss
410,258.0,-1.07709651798,energy,radialflowdet,3,1.0,0.692928612232,best_val_loss
411,162.0,204.681501711,energy,radialflowdet,4,1.0,0.68837672472,best_val_loss
412,182.0,-0.824041193182,energy,radialflowdet,8,1.0,0.708618342876,best_val_loss
413,0.0,inf,energy,radialflowdet,20,1.0,inf,best_val_loss
414,193.0,3.26842647404,energy,baselineplus,1,0.25,14.099946022,best_val_loss
415,388.0,7.05063064377,energy,baselineplus,2,0.25,9.5580701828,best_val_loss
416,332.0,8.47264713436,energy,baselineplus,3,0.25,6.83266878128,best_val_loss
417,178.0,5.65495557909,energy,baselineplus,4,0.25,26.5659332275,best_val_loss
418,363.0,5.55275855126,energy,baselineplus,8,0.25,36.9498748779,best_val_loss
419,371.0,10.7459492869,energy,baselineplus,20,0.25,11.6707038879,best_val_loss
420,65.0,4.76408663663,energy,baselineplus,1,0.5,15.0902528763,best_val_loss
421,267.0,4.03629778577,energy,baselineplus,2,0.5,3.71803617477,best_val_loss
422,263.0,4.79061433866,energy,baselineplus,3,0.5,14.5041055679,best_val_loss
423,328.0,49.8974546953,energy,baselineplus,4,0.5,9.25007820129,best_val_loss
424,271.0,5.49727046025,energy,baselineplus,8,0.5,33.2939872742,best_val_loss
425,279.0,8.39829085709,energy,baselineplus,20,0.5,62.9682846069,best_val_loss
426,221.0,24.4819891793,energy,baselineplus,1,1.0,9.85571098328,best_val_loss
427,190.0,39.7065496073,energy,baselineplus,2,1.0,9.23327445984,best_val_loss
428,177.0,10.7675277908,energy,baselineplus,3,1.0,5.20008659363,best_val_loss
429,12.0,1427.97183148,energy,baselineplus,4,1.0,11.1282539368,best_val_loss
430,236.0,9.30055226908,energy,baselineplus,8,1.0,4.63760232925,best_val_loss
431,222.0,12.1510223785,energy,baselineplus,20,1.0,57.076789856,best_val_loss
432,98.0,3.09849825772,energy,planarflow,1,0.25,20.5021591187,best_val_loss
433,451.0,2.50093286688,energy,planarflow,2,0.25,9.56908607483,best_val_loss
434,483.0,7.12348175049,energy,planarflow,3,0.25,9.52020549774,best_val_loss
435,519.0,3.5587591196,energy,planarflow,4,0.25,8.80007553101,best_val_loss
436,432.0,2.64191734017,energy,planarflow,8,0.25,4.96724414825,best_val_loss
437,0.0,inf,energy,planarflow,20,0.25,inf,best_val_loss
438,127.0,2.92907893193,energy,planarflow,1,0.5,8.19951820374,best_val_loss
439,307.0,2.08843233678,energy,planarflow,2,0.5,2.70651292801,best_val_loss
440,379.0,2.81404832122,energy,planarflow,3,0.5,2.75724649429,best_val_loss
441,425.0,15.4965272383,energy,planarflow,4,0.5,9.27967643738,best_val_loss
442,382.0,2.95147992419,energy,planarflow,8,0.5,3.06676197052,best_val_loss
443,0.0,inf,energy,planarflow,20,0.5,inf,best_val_loss
444,209.0,8.23288756532,energy,planarflow,1,1.0,9.50972557068,best_val_loss
445,281.0,10.0889711256,energy,planarflow,2,1.0,9.39444828033,best_val_loss
446,225.0,3.7981193592,energy,planarflow,3,1.0,2.71695423126,best_val_loss
447,282.0,684.791778069,energy,planarflow,4,1.0,10.1213779449,best_val_loss
448,212.0,3.63010193466,energy,planarflow,8,1.0,2.82416319847,best_val_loss
449,0.0,inf,energy,planarflow,20,1.0,inf,best_val_loss
450,118.0,0.166859403833,energy,baselinedet,1,0.25,2.91727900505,best_val_loss
451,213.0,0.140125621449,energy,baselinedet,2,0.25,3.03175544739,best_val_loss
452,141.0,0.383378090797,energy,baselinedet,3,0.25,3.68185973167,best_val_loss
453,104.0,0.353480054187,energy,baselinedet,4,0.25,3.84747767448,best_val_loss
454,37.0,0.523396677785,energy,baselinedet,8,0.25,4.06888723373,best_val_loss
455,64.0,0.965153087269,energy,baselinedet,20,0.25,6.07519006729,best_val_loss
456,36.0,0.318449788279,energy,baselinedet,1,0.5,3.18195796013,best_val_loss
457,14.0,0.61750466483,energy,baselinedet,2,0.5,4.14702367783,best_val_loss
458,74.0,0.164326667786,energy,baselinedet,3,0.5,2.66710758209,best_val_loss
459,121.0,0.162006316247,energy,baselinedet,4,0.5,2.95037174225,best_val_loss
460,133.0,0.144263193205,energy,baselinedet,8,0.5,2.78086733818,best_val_loss
461,31.0,0.459485437963,energy,baselinedet,20,0.5,3.81321835518,best_val_loss
462,18.0,0.226147787912,energy,baselinedet,1,1.0,2.8611676693,best_val_loss
463,43.0,0.341245329225,energy,baselinedet,2,1.0,3.45526266098,best_val_loss
464,56.0,0.297385104291,energy,baselinedet,3,1.0,3.35647559166,best_val_loss
465,114.0,-0.0569435528346,energy,baselinedet,4,1.0,2.01318454742,best_val_loss
466,22.0,0.325088872538,energy,baselinedet,8,1.0,3.47672867775,best_val_loss
467,162.0,-0.317991875983,energy,baselinedet,20,1.0,1.65343654156,best_val_loss
468,1.0,124.244680935,energy,radialflow,1,0.25,133.440567017,best_val_loss
469,88.0,13477.4373079,energy,radialflow,2,0.25,73.2933883667,best_val_loss
470,171.0,3119.05072256,energy,radialflow,3,0.25,26.8883285522,best_val_loss
471,5.0,170.110774267,energy,radialflow,4,0.25,31.1259918213,best_val_loss
472,303.0,2.18108468536,energy,radialflow,8,0.25,3.37883543968,best_val_loss
473,0.0,inf,energy,radialflow,20,0.25,inf,best_val_loss
474,1.0,inf,energy,radialflow,1,0.5,102.812797546,best_val_loss
475,12.0,559.147166811,energy,radialflow,2,0.5,57.1848449707,best_val_loss
476,21.0,11.8964299752,energy,radialflow,3,0.5,25.1848182678,best_val_loss
477,17.0,34008.8190062,energy,radialflow,4,0.5,28.846698761,best_val_loss
478,131.0,2.37009813067,energy,radialflow,8,0.5,2.59608054161,best_val_loss
479,0.0,inf,energy,radialflow,20,0.5,inf,best_val_loss
480,1.0,16437.9419101,energy,radialflow,1,1.0,54.7576026917,best_val_loss
481,25.0,36832.264927,energy,radialflow,2,1.0,25.9787750244,best_val_loss
482,4.0,34.7788387324,energy,radialflow,3,1.0,45.3130607605,best_val_loss
483,25.0,3619351.3831,energy,radialflow,4,1.0,56.1839790344,best_val_loss
484,81.0,2.2343408266,energy,radialflow,8,1.0,2.57411241531,best_val_loss
485,0.0,inf,energy,radialflow,20,1.0,inf,best_val_loss
486,16.0,6.30197746253,powerplant,mixture,1,0.25,11.1899700165,best_val_loss
487,363.0,5.7882012713,powerplant,mixture,2,0.25,10.7533512115,best_val_loss
488,403.0,6.07027930376,powerplant,mixture,3,0.25,11.3296175003,best_val_loss
489,13.0,7.65020975175,powerplant,mixture,4,0.25,12.7998418808,best_val_loss
490,281.0,5.60307670761,powerplant,mixture,8,0.25,8.42627811432,best_val_loss
491,308.0,9.1904615763,powerplant,mixture,20,0.25,8.54627132416,best_val_loss
492,199.0,29.5402523348,powerplant,mixture,1,0.5,11.8674564362,best_val_loss
493,150.0,504.233033375,powerplant,mixture,2,0.5,8.70062065125,best_val_loss
494,395.0,7.29308635588,powerplant,mixture,3,0.5,11.4202442169,best_val_loss
495,4.0,8.77717104028,powerplant,mixture,4,0.5,11.4374656677,best_val_loss
496,409.0,1665.81919512,powerplant,mixture,8,0.5,11.487862587,best_val_loss
497,9.0,9.6753728183,powerplant,mixture,20,0.5,18.2974452972,best_val_loss
498,4.0,7.05392293422,powerplant,mixture,1,1.0,8.9335899353,best_val_loss
499,47.0,1665.40793475,powerplant,mixture,2,1.0,67.9636611938,best_val_loss
500,8.0,10.9767130151,powerplant,mixture,3,1.0,12.9688749313,best_val_loss
501,93.0,117.182874339,powerplant,mixture,4,1.0,35.2800369263,best_val_loss
502,4.0,9.52791711056,powerplant,mixture,8,1.0,11.3452453613,best_val_loss
503,16.0,46.2010810557,powerplant,mixture,20,1.0,40.6042060852,best_val_loss
504,10.0,4.93596831733,powerplant,baseline,1,0.25,8.93618583679,best_val_loss
505,7.0,6.16219840852,powerplant,baseline,2,0.25,8.71547222137,best_val_loss
506,271.0,5.87650260008,powerplant,baseline,3,0.25,11.3023042679,best_val_loss
507,10.0,5.4269220398,powerplant,baseline,4,0.25,8.84716129303,best_val_loss
508,260.0,3.80185622133,powerplant,baseline,8,0.25,8.53015708923,best_val_loss
509,202.0,3.72535930382,powerplant,baseline,20,0.25,8.43894767761,best_val_loss
510,202.0,6.87296970411,powerplant,baseline,1,0.5,11.4017066956,best_val_loss
511,188.0,9.80709676234,powerplant,baseline,2,0.5,8.60036277771,best_val_loss
512,196.0,6.05683808043,powerplant,baseline,3,0.5,11.3128538132,best_val_loss
513,8.0,5.18560988726,powerplant,baseline,4,0.5,8.79900836945,best_val_loss
514,204.0,7.00442106273,powerplant,baseline,8,0.5,11.3634710312,best_val_loss
515,8.0,4.92733793348,powerplant,baseline,20,0.5,8.51086521149,best_val_loss
516,4.0,6.84782895972,powerplant,baseline,1,1.0,9.50069236755,best_val_loss
517,4.0,2020.80301194,powerplant,baseline,2,1.0,16.9626140594,best_val_loss
518,4.0,10.5541943717,powerplant,baseline,3,1.0,8.74826049805,best_val_loss
519,3.0,176.071650809,powerplant,baseline,4,1.0,8.83031749725,best_val_loss
520,2.0,5.44337213052,powerplant,baseline,8,1.0,9.16445541382,best_val_loss
521,5.0,27.2666181447,powerplant,baseline,20,1.0,8.64043045044,best_val_loss
522,33.0,4.64927898156,powerplant,planarflowdet,1,0.25,9.00153255463,best_val_loss
523,376.0,3.50945866345,powerplant,planarflowdet,2,0.25,8.41979885101,best_val_loss
524,406.0,3.85735796985,powerplant,planarflowdet,3,0.25,8.46502685547,best_val_loss
525,52.0,6.18367678843,powerplant,planarflowdet,4,0.25,11.5276603699,best_val_loss
526,212.0,15.9093383662,powerplant,planarflowdet,8,0.25,15.1912031174,best_val_loss
527,498.0,4.80451096362,powerplant,planarflowdet,20,0.25,8.56172561646,best_val_loss
528,189.0,412.710148189,powerplant,planarflowdet,1,0.5,8.33576011658,best_val_loss
529,401.0,3.57857482336,powerplant,planarflowdet,2,0.5,8.46637535095,best_val_loss
530,344.0,4.10224798157,powerplant,planarflowdet,3,0.5,8.5397567749,best_val_loss
531,328.0,3.65367899768,powerplant,planarflowdet,4,0.5,8.50733184814,best_val_loss
532,272.0,4.54715887407,powerplant,planarflowdet,8,0.5,8.4162273407,best_val_loss
533,9.0,25.8373684141,powerplant,planarflowdet,20,0.5,1338.07141113,best_val_loss
534,13.0,6.52545083105,powerplant,planarflowdet,1,1.0,8.53640842438,best_val_loss
535,34.0,789.139161687,powerplant,planarflowdet,2,1.0,209.526672363,best_val_loss
536,17.0,18.2430620184,powerplant,planarflowdet,3,1.0,8.58039951324,best_val_loss
537,9.0,93.9646539479,powerplant,planarflowdet,4,1.0,9.69666290283,best_val_loss
538,21.0,10.6855290173,powerplant,planarflowdet,8,1.0,14.5507507324,best_val_loss
539,20.0,21.7323882004,powerplant,planarflowdet,20,1.0,18.8659496307,best_val_loss
540,70.0,3.51064524556,powerplant,baselinedetplus,1,0.25,8.44257545471,best_val_loss
541,108.0,3.57082527185,powerplant,baselinedetplus,2,0.25,8.4917049408,best_val_loss
542,38.0,3.64054974244,powerplant,baselinedetplus,3,0.25,8.45703411102,best_val_loss
543,16.0,3.70216706056,powerplant,baselinedetplus,4,0.25,8.59328174591,best_val_loss
544,33.0,3.6870548324,powerplant,baselinedetplus,8,0.25,8.73742389679,best_val_loss
545,63.0,3.74484855628,powerplant,baselinedetplus,20,0.25,8.66675758362,best_val_loss
546,50.0,3.50948423826,powerplant,baselinedetplus,1,0.5,8.42546272278,best_val_loss
547,50.0,3.54732858624,powerplant,baselinedetplus,2,0.5,8.61867809296,best_val_loss
548,20.0,3.66678427255,powerplant,baselinedetplus,3,0.5,8.48839378357,best_val_loss
549,15.0,3.71175767984,powerplant,baselinedetplus,4,0.5,8.70826148987,best_val_loss
550,20.0,3.6743299271,powerplant,baselinedetplus,8,0.5,8.43412303925,best_val_loss
551,34.0,3.74257730865,powerplant,baselinedetplus,20,0.5,8.55018901825,best_val_loss
552,11.0,3.75047016841,powerplant,baselinedetplus,1,1.0,8.6103849411,best_val_loss
553,8.0,3.72629386878,powerplant,baselinedetplus,2,1.0,8.81906223297,best_val_loss
554,8.0,3.74135711574,powerplant,baselinedetplus,3,1.0,8.82103824615,best_val_loss
555,11.0,3.76123455052,powerplant,baselinedetplus,4,1.0,8.8109254837,best_val_loss
556,11.0,3.69315783781,powerplant,baselinedetplus,8,1.0,8.74285888672,best_val_loss
557,11.0,3.72076792303,powerplant,baselinedetplus,20,1.0,8.69507408142,best_val_loss
558,37.0,4.22556769711,powerplant,radialflowdet,1,0.25,8.49450206757,best_val_loss
559,362.0,3.49252513858,powerplant,radialflowdet,2,0.25,8.38272762299,best_val_loss
560,373.0,3.66997863706,powerplant,radialflowdet,3,0.25,8.34143447876,best_val_loss
561,72.0,4.48025713595,powerplant,radialflowdet,4,0.25,8.57905101776,best_val_loss
562,254.0,3.49251260628,powerplant,radialflowdet,8,0.25,8.41250514984,best_val_loss
563,0.0,inf,powerplant,radialflowdet,20,0.25,inf,best_val_loss
564,241.0,4.20455967695,powerplant,radialflowdet,1,0.5,8.39774703979,best_val_loss
565,209.0,3.54928942833,powerplant,radialflowdet,2,0.5,8.34691524506,best_val_loss
566,279.0,3.7280912489,powerplant,radialflowdet,3,0.5,8.42219638824,best_val_loss
567,271.0,3.52071119924,powerplant,radialflowdet,4,0.5,8.36879825592,best_val_loss
568,5.0,117.505923408,powerplant,radialflowdet,8,0.5,8.51035690308,best_val_loss
569,0.0,inf,powerplant,radialflowdet,20,0.5,inf,best_val_loss
570,7.0,4.64384838331,powerplant,radialflowdet,1,1.0,8.79266357422,best_val_loss
571,52.0,1988.33185344,powerplant,radialflowdet,2,1.0,8.75491523743,best_val_loss
572,5.0,10.287333617,powerplant,radialflowdet,3,1.0,9.03109836578,best_val_loss
573,4.0,207.086534713,powerplant,radialflowdet,4,1.0,9.02669239044,best_val_loss
574,10.0,5.11979906487,powerplant,radialflowdet,8,1.0,8.62367630005,best_val_loss
575,0.0,inf,powerplant,radialflowdet,20,1.0,inf,best_val_loss
576,28.0,7.60053491543,powerplant,baselineplus,1,0.25,9.07975196838,best_val_loss
577,332.0,6.03168266719,powerplant,baselineplus,2,0.25,11.2110395432,best_val_loss
578,385.0,7.12185448913,powerplant,baselineplus,3,0.25,11.3500242233,best_val_loss
579,26.0,11.0393510298,powerplant,baselineplus,4,0.25,13.1065645218,best_val_loss
580,319.0,4.97041714627,powerplant,baselineplus,8,0.25,8.49608325958,best_val_loss
581,319.0,6.144339407,powerplant,baselineplus,20,0.25,8.55776309967,best_val_loss
582,259.0,9.99652335586,powerplant,baselineplus,1,0.5,11.4269828796,best_val_loss
583,199.0,10.6223792512,powerplant,baselineplus,2,0.5,8.44405651093,best_val_loss
584,211.0,7.94270731289,powerplant,baselineplus,3,0.5,11.3349571228,best_val_loss
585,235.0,11.2956456231,powerplant,baselineplus,4,0.5,8.52386188507,best_val_loss
586,233.0,28.54756839,powerplant,baselineplus,8,0.5,11.3365783691,best_val_loss
587,19.0,31.8970374543,powerplant,baselineplus,20,0.5,28.157119751,best_val_loss
588,5.0,8.76294634111,powerplant,baselineplus,1,1.0,9.21145057678,best_val_loss
589,3.0,7649.94783605,powerplant,baselineplus,2,1.0,33.1192436218,best_val_loss
590,7.0,39.5564952121,powerplant,baselineplus,3,1.0,10.9990921021,best_val_loss
591,3.0,1999.61224958,powerplant,baselineplus,4,1.0,27.6763858795,best_val_loss
592,7.0,24.5490954807,powerplant,baselineplus,8,1.0,18.1148281097,best_val_loss
593,7.0,857.879505249,powerplant,baselineplus,20,1.0,28.6811237335,best_val_loss
594,17.0,6.34079122992,powerplant,planarflow,1,0.25,9.42988967896,best_val_loss
595,377.0,5.7857109875,powerplant,planarflow,2,0.25,11.2388315201,best_val_loss
596,323.0,6.36537264482,powerplant,planarflow,3,0.25,11.3115186691,best_val_loss
597,37.0,7.65409253159,powerplant,planarflow,4,0.25,9.63499069214,best_val_loss
598,494.0,3.82151658906,powerplant,planarflow,8,0.25,8.49847793579,best_val_loss
599,0.0,inf,powerplant,planarflow,20,0.25,inf,best_val_loss
600,281.0,7.09563973007,powerplant,planarflow,1,0.5,11.4535312653,best_val_loss
601,222.0,10.2829610253,powerplant,planarflow,2,0.5,8.40553665161,best_val_loss
602,237.0,6.12816642992,powerplant,planarflow,3,0.5,11.4107017517,best_val_loss
603,241.0,10.9053637466,powerplant,planarflow,4,0.5,8.48842906952,best_val_loss
604,283.0,9.9190585815,powerplant,planarflow,8,0.5,11.3368062973,best_val_loss
605,0.0,inf,powerplant,planarflow,20,0.5,inf,best_val_loss
606,2.0,9.92954923018,powerplant,planarflow,1,1.0,13.1694602966,best_val_loss
607,3.0,2821.75114902,powerplant,planarflow,2,1.0,21.0911426544,best_val_loss
608,10.0,23.2076435149,powerplant,planarflow,3,1.0,9.86669158936,best_val_loss
609,21.0,629.538219615,powerplant,planarflow,4,1.0,35.3958969116,best_val_loss
610,19.0,28.4824320794,powerplant,planarflow,8,1.0,13.5853996277,best_val_loss
611,0.0,inf,powerplant,planarflow,20,1.0,inf,best_val_loss
612,97.0,3.48254279732,powerplant,baselinedet,1,0.25,8.54378795624,best_val_loss
613,97.0,3.46736117914,powerplant,baselinedet,2,0.25,8.39424037933,best_val_loss
614,106.0,3.48238335333,powerplant,baselinedet,3,0.25,8.35512447357,best_val_loss
615,89.0,3.46973829758,powerplant,baselinedet,4,0.25,8.40361785889,best_val_loss
616,89.0,3.48470485771,powerplant,baselinedet,8,0.25,8.38484287262,best_val_loss
617,89.0,3.4692199133,powerplant,baselinedet,20,0.25,8.37483882904,best_val_loss
618,98.0,3.46247607065,powerplant,baselinedet,1,0.5,8.40870380402,best_val_loss
619,53.0,3.48305812027,powerplant,baselinedet,2,0.5,8.43432235718,best_val_loss
620,50.0,3.4819371653,powerplant,baselinedet,3,0.5,8.50128364563,best_val_loss
621,66.0,3.47082736375,powerplant,baselinedet,4,0.5,8.33124351501,best_val_loss
622,66.0,3.47631019584,powerplant,baselinedet,8,0.5,8.31998920441,best_val_loss
623,4.0,3.70665470709,powerplant,baselinedet,20,0.5,8.5172328949,best_val_loss
624,11.0,3.77658096999,powerplant,baselinedet,1,1.0,8.67870426178,best_val_loss
625,11.0,3.7381557357,powerplant,baselinedet,2,1.0,8.55319213867,best_val_loss
626,3.0,3.69232311667,powerplant,baselinedet,3,1.0,8.46811103821,best_val_loss
627,3.0,3.72938733714,powerplant,baselinedet,4,1.0,8.65278148651,best_val_loss
628,1.0,3.70157801071,powerplant,baselinedet,8,1.0,8.45355892181,best_val_loss
629,2.0,3.71798594444,powerplant,baselinedet,20,1.0,8.66903686523,best_val_loss
630,1.0,51779.3512693,powerplant,radialflow,1,0.25,50.563785553,best_val_loss
631,48.0,114.916564926,powerplant,radialflow,2,0.25,11.9972829819,best_val_loss
632,0.0,inf,powerplant,radialflow,3,0.25,inf,best_val_loss
633,1.0,22.7483193558,powerplant,radialflow,4,0.25,11.9502363205,best_val_loss
634,175.0,3.72645559442,powerplant,radialflow,8,0.25,8.37866973877,best_val_loss
635,0.0,inf,powerplant,radialflow,20,0.25,inf,best_val_loss
636,1.0,3181.11481278,powerplant,radialflow,1,0.5,22.4997215271,best_val_loss
637,1.0,506.908833659,powerplant,radialflow,2,0.5,20.7002849579,best_val_loss
638,30.0,730.01335276,powerplant,radialflow,3,0.5,14.4810094833,best_val_loss
639,13.0,349.791579772,powerplant,radialflow,4,0.5,17.0029201508,best_val_loss
640,2.0,49.4302949617,powerplant,radialflow,8,0.5,11.5741853714,best_val_loss
641,0.0,inf,powerplant,radialflow,20,0.5,inf,best_val_loss
642,0.0,inf,powerplant,radialflow,1,1.0,inf,best_val_loss
643,1.0,1776.65547052,powerplant,radialflow,2,1.0,10.8317813873,best_val_loss
644,0.0,inf,powerplant,radialflow,3,1.0,inf,best_val_loss
645,1.0,8982.42866542,powerplant,radialflow,4,1.0,14.3907871246,best_val_loss
646,8.0,4.50313343447,powerplant,radialflow,8,1.0,8.7298412323,best_val_loss
647,0.0,inf,powerplant,radialflow,20,1.0,inf,best_val_loss
648,150.0,12.1288965737,kin8nm,mixture,1,0.25,0.270806610584,best_val_loss
649,602.0,12.1447925102,kin8nm,mixture,2,0.25,0.169248402119,best_val_loss
650,7.0,3.43100943216,kin8nm,mixture,3,0.25,0.495470613241,best_val_loss
651,32.0,6.07534492307,kin8nm,mixture,4,0.25,0.444036066532,best_val_loss
652,21.0,2.75935631729,kin8nm,mixture,8,0.25,0.359623789787,best_val_loss
653,14.0,8.1568928044,kin8nm,mixture,20,0.25,0.447846472263,best_val_loss
654,8.0,11.5081535525,kin8nm,mixture,1,0.5,0.211644619703,best_val_loss
655,116.0,97.8306639136,kin8nm,mixture,2,0.5,0.134883701801,best_val_loss
656,49.0,60.2868804932,kin8nm,mixture,3,0.5,0.148315548897,best_val_loss
657,14.0,28.2873716773,kin8nm,mixture,4,0.5,1.37384176254,best_val_loss
658,57.0,7.57838313405,kin8nm,mixture,8,0.5,0.155266165733,best_val_loss
659,13.0,3.51991588313,kin8nm,mixture,20,0.5,0.698231101036,best_val_loss
660,3.0,3.92288059142,kin8nm,mixture,1,1.0,0.370412796736,best_val_loss
661,23.0,28046.2764035,kin8nm,mixture,2,1.0,1.91156554222,best_val_loss
