,best_epoch,best_test_loss,datasetname,model,n_normflows,percent,test_error_rate,test_measures
58,645.0,2.61871794158,boston,radialflowdet,8,0.25,3.53902482986,best_val_loss
59,0.0,inf,boston,radialflowdet,20,0.25,inf,best_val_loss
60,530.0,1.45813945695,boston,radialflowdet,1,0.5,3.57225799561,best_val_loss
61,339.0,12.7809523414,boston,radialflowdet,2,0.5,3.39601874352,best_val_loss
62,690.0,2.31107996024,boston,radialflowdet,3,0.5,5.51117706299,best_val_loss
63,321.0,1.34864515417,boston,radialflowdet,4,0.5,3.29759192467,best_val_loss
64,415.0,4.56909553677,boston,radialflowdet,8,0.5,3.5104393959,best_val_loss
65,0.0,inf,boston,radialflowdet,20,0.5,inf,best_val_loss
66,204.0,2.28936898475,boston,radialflowdet,1,1.0,3.0069565773,best_val_loss
67,267.0,1.23013393552,boston,radialflowdet,2,1.0,2.83200979233,best_val_loss
68,228.0,6.2149626788,boston,radialflowdet,3,1.0,3.14289140701,best_val_loss
69,104.0,36.4420471565,boston,radialflowdet,4,1.0,3.23058366776,best_val_loss
70,288.0,1.15329383401,boston,radialflowdet,8,1.0,3.3363711834,best_val_loss
71,0.0,inf,boston,radialflowdet,20,1.0,inf,best_val_loss
72,742.0,1476.0261389,boston,planarflow,1,0.25,17.1605186462,best_val_loss
73,153.0,1737.14590993,boston,planarflow,2,0.25,794.809692383,best_val_loss
74,497.0,3902.74642914,boston,planarflow,3,0.25,8.29109382629,best_val_loss
75,124.0,1143.26819087,boston,planarflow,4,0.25,226.433425903,best_val_loss
76,320.0,19786.872549,boston,planarflow,8,0.25,566.455505371,best_val_loss
77,0.0,inf,boston,planarflow,20,0.25,inf,best_val_loss
78,539.0,4.42747736912,boston,planarflow,1,0.5,13.3317098618,best_val_loss
79,352.0,14.6174262552,boston,planarflow,2,0.5,14.694270134,best_val_loss
80,353.0,11.8885898964,boston,planarflow,3,0.5,10.6818189621,best_val_loss
81,221.0,1338.91337316,boston,planarflow,4,0.5,155.724655151,best_val_loss
82,723.0,10.4180425008,boston,planarflow,8,0.5,6.91790390015,best_val_loss
83,0.0,inf,boston,planarflow,20,0.5,inf,best_val_loss
84,329.0,6.16133536545,boston,planarflow,1,1.0,7.92382001877,best_val_loss
85,361.0,4.36326943192,boston,planarflow,2,1.0,11.3530197144,best_val_loss
86,359.0,7.24649586397,boston,planarflow,3,1.0,8.93759632111,best_val_loss
87,332.0,177.628221624,boston,planarflow,4,1.0,7.92395114899,best_val_loss
88,471.0,8.28717549642,boston,planarflow,8,1.0,19.9731483459,best_val_loss
89,0.0,inf,boston,planarflow,20,1.0,inf,best_val_loss
90,656.0,6.0723733341,boston,baselinedet,1,0.25,22.7282485962,best_val_loss
91,160.0,2.80535858753,boston,baselinedet,2,0.25,20.7590007782,best_val_loss
92,428.0,2.6985913445,boston,baselinedet,3,0.25,21.5396308899,best_val_loss
93,22.0,2.26682520848,boston,baselinedet,4,0.25,21.0732765198,best_val_loss
94,123.0,2.74865902171,boston,baselinedet,8,0.25,23.6867828369,best_val_loss
95,380.0,1.27487332213,boston,baselinedet,20,0.25,7.12345123291,best_val_loss
96,786.0,0.812075671028,boston,baselinedet,1,0.5,5.00321435928,best_val_loss
97,249.0,0.730846255433,boston,baselinedet,2,0.5,4.87576627731,best_val_loss
98,147.0,1.99123472326,boston,baselinedet,3,0.5,14.8944950104,best_val_loss
99,96.0,1.578956604,boston,baselinedet,4,0.5,10.2021083832,best_val_loss
100,302.0,0.763446882659,boston,baselinedet,8,0.5,4.46878194809,best_val_loss
101,238.0,0.62991400326,boston,baselinedet,20,0.5,4.05984354019,best_val_loss
102,402.0,0.429225061454,boston,baselinedet,1,1.0,3.30047655106,best_val_loss
103,278.0,0.523443970026,boston,baselinedet,2,1.0,3.44690513611,best_val_loss
104,212.0,0.475862989239,boston,baselinedet,3,1.0,3.36770486832,best_val_loss
105,151.0,0.262828901702,boston,baselinedet,4,1.0,2.69449973106,best_val_loss
106,248.0,1.29908378451,boston,baselinedet,8,1.0,8.72104358673,best_val_loss
107,180.0,0.333007924697,boston,baselinedet,20,1.0,3.07913136482,best_val_loss
108,522.0,243.368203677,boston,radialflow,1,0.25,8.42138957977,best_val_loss
109,469.0,1.92538290693,boston,radialflow,2,0.25,9.51483631134,best_val_loss
110,567.0,108.159961754,boston,radialflow,3,0.25,7.66336536407,best_val_loss
111,716.0,3.6051665892,boston,radialflow,4,0.25,7.54193401337,best_val_loss
112,400.0,2.24562980769,boston,radialflow,8,0.25,7.18436908722,best_val_loss
113,0.0,inf,boston,radialflow,20,0.25,inf,best_val_loss
114,341.0,2.47720137671,boston,radialflow,1,0.5,6.79956102371,best_val_loss
115,247.0,4.75882413496,boston,radialflow,2,0.5,7.81026124954,best_val_loss
116,239.0,79.9917846435,boston,radialflow,3,0.5,9.89348697662,best_val_loss
117,730.0,3.06437715946,boston,radialflow,4,0.5,7.4273223877,best_val_loss
118,332.0,3.8998225832,boston,radialflow,8,0.5,7.84070062637,best_val_loss
119,0.0,inf,boston,radialflow,20,0.5,inf,best_val_loss
120,416.0,6.51960692667,boston,radialflow,1,1.0,9.45751094818,best_val_loss
121,241.0,2.70524768387,boston,radialflow,2,1.0,3.74921178818,best_val_loss
122,521.0,13.4657721032,boston,radialflow,3,1.0,4.78518009186,best_val_loss
123,130.0,17.1562454762,boston,radialflow,4,1.0,12.4578437805,best_val_loss
124,233.0,4.61201767381,boston,radialflow,8,1.0,3.90297651291,best_val_loss
125,0.0,inf,boston,radialflow,20,1.0,inf,best_val_loss
126,302.0,1.86970549648,concrete,mixture,1,0.25,13.483590126,best_val_loss
127,314.0,15.7134430524,concrete,mixture,2,0.25,18.9883079529,best_val_loss
128,259.0,3.65648302986,concrete,mixture,3,0.25,15.1504669189,best_val_loss
129,130.0,299.336851546,concrete,mixture,4,0.25,56.4443855286,best_val_loss
130,236.0,244.10196071,concrete,mixture,8,0.25,108.342536926,best_val_loss
131,313.0,29.6439419348,concrete,mixture,20,0.25,99.6214675903,best_val_loss
132,179.0,5.74968460231,concrete,mixture,1,0.5,10.853302002,best_val_loss
133,236.0,3.60570377979,concrete,mixture,2,0.5,10.3985052109,best_val_loss
134,414.0,2.64217880397,concrete,mixture,3,0.5,19.5389156342,best_val_loss
135,273.0,1837.59450761,concrete,mixture,4,0.5,18.8590354919,best_val_loss
136,359.0,16.9190661977,concrete,mixture,8,0.5,11.7294101715,best_val_loss
137,284.0,16.4530272252,concrete,mixture,20,0.5,121.367553711,best_val_loss
138,236.0,21.0478179339,concrete,mixture,1,1.0,18.6025657654,best_val_loss
139,220.0,3.68486008135,concrete,mixture,2,1.0,19.4060401917,best_val_loss
140,256.0,4.93225912446,concrete,mixture,3,1.0,14.2679128647,best_val_loss
141,204.0,4.26632601544,concrete,mixture,4,1.0,8.81857299805,best_val_loss
142,455.0,16.6571081958,concrete,mixture,8,1.0,18.665599823,best_val_loss
143,48.0,142.500126811,concrete,mixture,20,1.0,150.913284302,best_val_loss
144,242.0,2.31745621765,concrete,baseline,1,0.25,11.9094667435,best_val_loss
145,240.0,5.75863514132,concrete,baseline,2,0.25,18.4334392548,best_val_loss
146,436.0,2.16010810334,concrete,baseline,3,0.25,15.1525726318,best_val_loss
147,255.0,2.16882487177,concrete,baseline,4,0.25,18.8758811951,best_val_loss
148,955.0,1.85768601501,concrete,baseline,8,0.25,19.5996952057,best_val_loss
149,230.0,1.82536175182,concrete,baseline,20,0.25,12.3224334717,best_val_loss
150,156.0,3.18908009946,concrete,baseline,1,0.5,9.38620758057,best_val_loss
151,275.0,2.27143015445,concrete,baseline,2,0.5,13.8209238052,best_val_loss
152,693.0,2.68743748341,concrete,baseline,3,0.5,19.1371498108,best_val_loss
153,701.0,2.0082812263,concrete,baseline,4,0.5,18.2053890228,best_val_loss
154,164.0,3.23654352577,concrete,baseline,8,0.5,18.3068714142,best_val_loss
155,262.0,2.21051869809,concrete,baseline,20,0.5,13.9147520065,best_val_loss
156,559.0,4.19558493605,concrete,baseline,1,1.0,19.0340671539,best_val_loss
157,175.0,2.76615890947,concrete,baseline,2,1.0,18.9739551544,best_val_loss
158,120.0,2.63385246795,concrete,baseline,3,1.0,14.1603975296,best_val_loss
159,142.0,4.24004408457,concrete,baseline,4,1.0,7.31844329834,best_val_loss
160,403.0,2.95263538546,concrete,baseline,8,1.0,8.74631690979,best_val_loss
161,118.0,3.12026599773,concrete,baseline,20,1.0,11.0616292953,best_val_loss
162,251.0,1.54733424511,concrete,planarflowdet,1,0.25,8.88837337494,best_val_loss
163,202.0,30.0308026064,concrete,planarflowdet,2,0.25,15.5508346558,best_val_loss
164,384.0,2.21398110992,concrete,planarflowdet,3,0.25,79.9087524414,best_val_loss
165,272.0,2.49568131826,concrete,planarflowdet,4,0.25,21.4372730255,best_val_loss
166,299.0,2.11681684476,concrete,planarflowdet,8,0.25,14.7038345337,best_val_loss
167,384.0,2.68947890198,concrete,planarflowdet,20,0.25,234.376220703,best_val_loss
168,198.0,1.4906608063,concrete,planarflowdet,1,0.5,6.96100616455,best_val_loss
169,237.0,1.31676172053,concrete,planarflowdet,2,0.5,10.4960842133,best_val_loss
170,371.0,1.58624830524,concrete,planarflowdet,3,0.5,16.5613059998,best_val_loss
171,214.0,8.58494641943,concrete,planarflowdet,4,0.5,14.2220630646,best_val_loss
172,216.0,2.69065856934,concrete,planarflowdet,8,0.5,25.5217018127,best_val_loss
173,345.0,2.41265824698,concrete,planarflowdet,20,0.5,1011.65496826,best_val_loss
174,496.0,3.93041569978,concrete,planarflowdet,1,1.0,8.31240940094,best_val_loss
175,193.0,1.90405062333,concrete,planarflowdet,2,1.0,6.79616308212,best_val_loss
176,197.0,1.37410602755,concrete,planarflowdet,3,1.0,15.9259967804,best_val_loss
177,185.0,2.43345656904,concrete,planarflowdet,4,1.0,8.55753993988,best_val_loss
178,160.0,29.4849423899,concrete,planarflowdet,8,1.0,49.1348190308,best_val_loss
179,253.0,2.96257056079,concrete,planarflowdet,20,1.0,11.0068941116,best_val_loss
180,192.0,1.39560521691,concrete,radialflowdet,1,0.25,8.25605201721,best_val_loss
181,228.0,24.3703068113,concrete,radialflowdet,2,0.25,10.7867507935,best_val_loss
182,383.0,1.7253724626,concrete,radialflowdet,3,0.25,8.16831874847,best_val_loss
183,371.0,3.43683527974,concrete,radialflowdet,4,0.25,8.31540870667,best_val_loss
184,318.0,2.08660266469,concrete,radialflowdet,8,0.25,8.70052146912,best_val_loss
185,0.0,inf,concrete,radialflowdet,20,0.25,inf,best_val_loss
186,169.0,2.02788832581,concrete,radialflowdet,1,0.5,6.9293847084,best_val_loss
187,245.0,0.668480845331,concrete,radialflowdet,2,0.5,6.47083234787,best_val_loss
188,237.0,0.800535553867,concrete,radialflowdet,3,0.5,6.77407407761,best_val_loss
189,659.0,2.42942291556,concrete,radialflowdet,4,0.5,6.84629917145,best_val_loss
190,209.0,2.62205564629,concrete,radialflowdet,8,0.5,7.05422639847,best_val_loss
191,0.0,inf,concrete,radialflowdet,20,0.5,inf,best_val_loss
192,507.0,2.63287309073,concrete,radialflowdet,1,1.0,6.5911693573,best_val_loss
193,409.0,1.66563363677,concrete,radialflowdet,2,1.0,5.94373416901,best_val_loss
194,153.0,0.833426836625,concrete,radialflowdet,3,1.0,6.45259428024,best_val_loss
195,211.0,1.16843473564,concrete,radialflowdet,4,1.0,5.89313983917,best_val_loss
196,146.0,31.8760311534,concrete,radialflowdet,8,1.0,6.70548057556,best_val_loss
197,0.0,inf,concrete,radialflowdet,20,1.0,inf,best_val_loss
198,282.0,2.36668381182,concrete,planarflow,1,0.25,13.4364089966,best_val_loss
199,308.0,10.1203610318,concrete,planarflow,2,0.25,19.1914157867,best_val_loss
200,266.0,2.29781852648,concrete,planarflow,3,0.25,14.2477312088,best_val_loss
201,323.0,2.8999786377,concrete,planarflow,4,0.25,18.5856838226,best_val_loss
202,288.0,3.58797343726,concrete,planarflow,8,0.25,18.5894031525,best_val_loss
203,0.0,inf,concrete,planarflow,20,0.25,inf,best_val_loss
204,940.0,2.54612361575,concrete,planarflow,1,0.5,19.2165431976,best_val_loss
205,371.0,2.61285044846,concrete,planarflow,2,0.5,15.7458267212,best_val_loss
206,367.0,2.79106777154,concrete,planarflow,3,0.5,17.1006832123,best_val_loss
207,276.0,50.8124602975,concrete,planarflow,4,0.5,18.3732852936,best_val_loss
208,241.0,8.36980149352,concrete,planarflow,8,0.5,14.7246074677,best_val_loss
209,0.0,inf,concrete,planarflow,20,0.5,inf,best_val_loss
210,201.0,33.9124862523,concrete,planarflow,1,1.0,19.4867687225,best_val_loss
211,175.0,3.76046486271,concrete,planarflow,2,1.0,19.912399292,best_val_loss
212,218.0,2.64345454244,concrete,planarflow,3,1.0,17.1888332367,best_val_loss
213,135.0,4.52466768431,concrete,planarflow,4,1.0,7.40132665634,best_val_loss
214,697.0,6.57778812149,concrete,planarflow,8,1.0,10.0698299408,best_val_loss
215,0.0,inf,concrete,planarflow,20,1.0,inf,best_val_loss
216,423.0,1.26193192862,concrete,baselinedet,1,0.25,15.549530983,best_val_loss
217,104.0,1.68205127901,concrete,baselinedet,2,0.25,19.8761520386,best_val_loss
218,172.0,1.82205200195,concrete,baselinedet,3,0.25,19.2730064392,best_val_loss
219,40.0,1.39418237186,concrete,baselinedet,4,0.25,16.8946704865,best_val_loss
220,353.0,1.38805070896,concrete,baselinedet,8,0.25,16.6997661591,best_val_loss
221,171.0,1.7744487281,concrete,baselinedet,20,0.25,24.3375015259,best_val_loss
222,167.0,1.11342206048,concrete,baselinedet,1,0.5,12.4991178513,best_val_loss
223,167.0,0.95851675978,concrete,baselinedet,2,0.5,10.8065500259,best_val_loss
224,167.0,0.865858800203,concrete,baselinedet,3,0.5,10.1759614944,best_val_loss
225,206.0,1.02265759811,concrete,baselinedet,4,0.5,11.6690692902,best_val_loss
226,97.0,1.4655062481,concrete,baselinedet,8,0.5,16.5227184296,best_val_loss
227,171.0,1.1412720171,concrete,baselinedet,20,0.5,12.4558372498,best_val_loss
228,165.0,0.718357271361,concrete,baselinedet,1,1.0,8.60941505432,best_val_loss
229,187.0,0.672067882945,concrete,baselinedet,2,1.0,8.33781337738,best_val_loss
230,100.0,1.24008289819,concrete,baselinedet,3,1.0,14.7718105316,best_val_loss
231,401.0,0.607868861226,concrete,baselinedet,4,1.0,7.79184579849,best_val_loss
232,143.0,1.30953964678,concrete,baselinedet,8,1.0,9.89113330841,best_val_loss
233,335.0,0.405618612049,concrete,baselinedet,20,1.0,6.1308965683,best_val_loss
234,28.0,264.656805101,concrete,radialflow,1,0.25,110.871002197,best_val_loss
235,30.0,34472.4684737,concrete,radialflow,2,0.25,51.4576911926,best_val_loss
236,34.0,154.625240815,concrete,radialflow,3,0.25,95.5606307983,best_val_loss
237,19.0,911.189898572,concrete,radialflow,4,0.25,73.3711700439,best_val_loss
238,157.0,1.76565807434,concrete,radialflow,8,0.25,18.722120285,best_val_loss
239,0.0,inf,concrete,radialflow,20,0.25,inf,best_val_loss
240,8.0,388.721148248,concrete,radialflow,1,0.5,115.515670776,best_val_loss
241,8.0,19.5711929271,concrete,radialflow,2,0.5,79.7961273193,best_val_loss
242,93.0,3310.12287333,concrete,radialflow,3,0.5,39.0672798157,best_val_loss
243,20.0,15224.9231081,concrete,radialflow,4,0.5,158.132293701,best_val_loss
244,157.0,2.80872027639,concrete,radialflow,8,0.5,19.2117271423,best_val_loss
245,0.0,inf,concrete,radialflow,20,0.5,inf,best_val_loss
246,124.0,19650.5002704,concrete,radialflow,1,1.0,41.0623207092,best_val_loss
247,33.0,125.029615311,concrete,radialflow,2,1.0,63.1159858704,best_val_loss
248,31.0,25.8193588713,concrete,radialflow,3,1.0,45.3481636047,best_val_loss
249,5.0,12.2762293995,concrete,radialflow,4,1.0,42.0560073853,best_val_loss
250,67.0,41.8032865803,concrete,radialflow,8,1.0,18.2714557648,best_val_loss
251,0.0,inf,concrete,radialflow,20,1.0,inf,best_val_loss
252,490.0,3.91781596394,energy,mixture,1,0.25,9.52632427216,best_val_loss
253,27.0,10.5129699707,energy,mixture,2,0.25,13.8283395767,best_val_loss
254,481.0,1110.1687847,energy,mixture,3,0.25,9.37302875519,best_val_loss
255,98.0,3.22705444732,energy,mixture,4,0.25,11.6372089386,best_val_loss
256,195.0,22.1067100624,energy,mixture,8,0.25,44.3817062378,best_val_loss
257,99.0,9.50110378513,energy,mixture,20,0.25,14.1597108841,best_val_loss
258,65.0,2.57234835934,energy,mixture,1,0.5,11.7716379166,best_val_loss
259,255.0,2.22473023155,energy,mixture,2,0.5,2.71883678436,best_val_loss
260,281.0,2.00593512399,energy,mixture,3,0.5,3.05402064323,best_val_loss
261,280.0,8499.69469303,energy,mixture,4,0.5,27.0845851898,best_val_loss
262,278.0,3.4113957789,energy,mixture,8,0.5,3.14496445656,best_val_loss
263,295.0,14.9260838496,energy,mixture,20,0.5,6.85435914993,best_val_loss
264,196.0,21.8840625317,energy,mixture,1,1.0,9.53198242188,best_val_loss
265,307.0,21.9992415193,energy,mixture,2,1.0,9.13197135925,best_val_loss
266,190.0,3.99513140592,energy,mixture,3,1.0,2.66111540794,best_val_loss
267,20.0,7973.55471168,energy,mixture,4,1.0,20.750957489,best_val_loss
268,315.0,5.01919506123,energy,mixture,8,1.0,2.79562616348,best_val_loss
269,244.0,9.2073024403,energy,mixture,20,1.0,3.35320782661,best_val_loss
270,328.0,2.19872908159,energy,baseline,1,0.25,5.87074232101,best_val_loss
271,361.0,2.45606449672,energy,baseline,2,0.25,9.12828922272,best_val_loss
272,317.0,5.40803121592,energy,baseline,3,0.25,9.42589187622,best_val_loss
273,130.0,2.4326504794,energy,baseline,4,0.25,12.2749357224,best_val_loss
274,346.0,2.73551009537,energy,baseline,8,0.25,3.37170267105,best_val_loss
275,358.0,1.52204917313,energy,baseline,20,0.25,2.95918369293,best_val_loss
276,250.0,2.96612499287,energy,baseline,1,0.5,9.30389308929,best_val_loss
277,161.0,2.98813376489,energy,baseline,2,0.5,2.74644088745,best_val_loss
278,159.0,2.34688309261,energy,baseline,3,0.5,2.91457128525,best_val_loss
279,252.0,6.06193314589,energy,baseline,4,0.5,9.5522146225,best_val_loss
280,193.0,2.36424192206,energy,baseline,8,0.5,2.61645889282,best_val_loss
281,180.0,2.60715405353,energy,baseline,20,0.5,2.90715169907,best_val_loss
282,179.0,8.29240912896,energy,baseline,1,1.0,9.26332855225,best_val_loss
283,249.0,7.76818401783,energy,baseline,2,1.0,9.49592590332,best_val_loss
284,161.0,2.99235508659,energy,baseline,3,1.0,2.72597360611,best_val_loss
285,20.0,101.008693844,energy,baseline,4,1.0,8.27711296082,best_val_loss
286,133.0,2.74674501667,energy,baseline,8,1.0,2.49515914917,best_val_loss
287,111.0,3.50732932153,energy,baseline,20,1.0,2.81439876556,best_val_loss
288,189.0,2.84130978275,energy,planarflowdet,1,0.25,11.0940589905,best_val_loss
289,399.0,2.39928337196,energy,planarflowdet,2,0.25,7.28035974503,best_val_loss
290,422.0,3.59423134544,energy,planarflowdet,3,0.25,9.09065914154,best_val_loss
291,309.0,13.2647776418,energy,planarflowdet,4,0.25,23.6073913574,best_val_loss
292,592.0,1.51546973687,energy,planarflowdet,8,0.25,3.85051631927,best_val_loss
293,222.0,511.414081524,energy,planarflowdet,20,0.25,147.009048462,best_val_loss
294,267.0,2.27127412078,energy,planarflowdet,1,0.5,3.019115448,best_val_loss
295,263.0,1.85489837845,energy,planarflowdet,2,0.5,2.88220214844,best_val_loss
296,338.0,1.22054758939,energy,planarflowdet,3,0.5,4.87930488586,best_val_loss
297,268.0,6.01410457066,energy,planarflowdet,4,0.5,6.06500482559,best_val_loss
298,276.0,11.3692881597,energy,planarflowdet,8,0.5,9.65240859985,best_val_loss
299,403.0,15.0186985561,energy,planarflowdet,20,0.5,7.69465017319,best_val_loss
300,193.0,7.25879044966,energy,planarflowdet,1,1.0,0.975821793079,best_val_loss
301,224.0,14.0065806005,energy,planarflowdet,2,1.0,7.31381988525,best_val_loss
302,76.0,10.5216629226,energy,planarflowdet,3,1.0,8.50960445404,best_val_loss
303,51.0,18.3453371122,energy,planarflowdet,4,1.0,15.2436265945,best_val_loss
304,148.0,9.64186128393,energy,planarflowdet,8,1.0,19.4468898773,best_val_loss
305,152.0,19.210710798,energy,planarflowdet,20,1.0,130.058074951,best_val_loss
306,151.0,1.7845571939,energy,radialflowdet,1,0.25,3.99067473412,best_val_loss
307,340.0,3.1531233354,energy,radialflowdet,2,0.25,2.00240039825,best_val_loss
308,45.0,6.29278306837,energy,radialflowdet,3,0.25,7.56010055542,best_val_loss
309,195.0,1.23745088453,energy,radialflowdet,4,0.25,3.55884790421,best_val_loss
310,269.0,0.31236628743,energy,radialflowdet,8,0.25,1.33014035225,best_val_loss
311,0.0,inf,energy,radialflowdet,20,0.25,inf,best_val_loss
312,263.0,0.0164754297826,energy,radialflowdet,1,0.5,0.574404060841,best_val_loss
313,238.0,-0.874335549094,energy,radialflowdet,2,0.5,0.806438088417,best_val_loss
314,236.0,-1.12848395806,energy,radialflowdet,3,0.5,0.660587191582,best_val_loss
315,281.0,4.42924856211,energy,radialflowdet,4,0.5,0.605732738972,best_val_loss
316,212.0,-1.1771487942,energy,radialflowdet,8,0.5,0.660435199738,best_val_loss
317,0.0,inf,energy,radialflowdet,20,0.5,inf,best_val_loss
318,204.0,5.91425680185,energy,radialflowdet,1,1.0,0.63060849905,best_val_loss
319,202.0,5.07294087596,energy,radialflowdet,2,1.0,0.67373329401,best_val_loss
320,258.0,-1.07709651798,energy,radialflowdet,3,1.0,0.692928612232,best_val_loss
321,162.0,204.681501711,energy,radialflowdet,4,1.0,0.68837672472,best_val_loss
322,182.0,-0.824041193182,energy,radialflowdet,8,1.0,0.708618342876,best_val_loss
323,0.0,inf,energy,radialflowdet,20,1.0,inf,best_val_loss
324,98.0,3.09849825772,energy,planarflow,1,0.25,20.5021591187,best_val_loss
325,451.0,2.50093286688,energy,planarflow,2,0.25,9.56908607483,best_val_loss
326,483.0,7.12348175049,energy,planarflow,3,0.25,9.52020549774,best_val_loss
327,519.0,3.5587591196,energy,planarflow,4,0.25,8.80007553101,best_val_loss
328,432.0,2.64191734017,energy,planarflow,8,0.25,4.96724414825,best_val_loss
329,0.0,inf,energy,planarflow,20,0.25,inf,best_val_loss
330,127.0,2.92907893193,energy,planarflow,1,0.5,8.19951820374,best_val_loss
331,307.0,2.08843233678,energy,planarflow,2,0.5,2.70651292801,best_val_loss
332,379.0,2.81404832122,energy,planarflow,3,0.5,2.75724649429,best_val_loss
333,425.0,15.4965272383,energy,planarflow,4,0.5,9.27967643738,best_val_loss
334,382.0,2.95147992419,energy,planarflow,8,0.5,3.06676197052,best_val_loss
335,0.0,inf,energy,planarflow,20,0.5,inf,best_val_loss
336,209.0,8.23288756532,energy,planarflow,1,1.0,9.50972557068,best_val_loss
337,281.0,10.0889711256,energy,planarflow,2,1.0,9.39444828033,best_val_loss
