,batch_size,best_epoch,best_test_loss,datasetname,minus_log_s1,model,n_normflows,opt_decay,opt_identifier,opt_momentum,opt_offset,opt_step_rate,percent,test_error_rate,test_measures
165,10.0,130.0,299.336851546,concrete,3.0,mixture,4,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,0.25,56.4443855286,best_val_loss
166,100.0,236.0,244.10196071,concrete,2.0,mixture,8,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,0.25,108.342536926,best_val_loss
167,10.0,313.0,29.6439419348,concrete,1.0,mixture,20,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,0.25,99.6214675903,best_val_loss
168,10.0,179.0,5.74968460231,concrete,2.0,mixture,1,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,0.5,10.853302002,best_val_loss
169,10.0,236.0,3.60570377979,concrete,1.0,mixture,2,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,0.5,10.3985052109,best_val_loss
170,100.0,414.0,2.64217880397,concrete,1.0,mixture,3,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,0.5,19.5389156342,best_val_loss
171,10.0,273.0,1837.59450761,concrete,5.0,mixture,4,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,0.5,18.8590354919,best_val_loss
172,10.0,359.0,16.9190661977,concrete,3.0,mixture,8,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,0.5,11.7294101715,best_val_loss
173,100.0,284.0,16.4530272252,concrete,1.0,mixture,20,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,0.5,121.367553711,best_val_loss
174,10.0,236.0,21.0478179339,concrete,5.0,mixture,1,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,1.0,18.6025657654,best_val_loss
175,100.0,220.0,3.68486008135,concrete,4.0,mixture,2,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,1.0,19.4060401917,best_val_loss
176,100.0,256.0,4.93225912446,concrete,1.0,mixture,3,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,1.0,14.2679128647,best_val_loss
177,10.0,204.0,4.26632601544,concrete,1.0,mixture,4,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,1.0,8.81857299805,best_val_loss
178,10.0,455.0,16.6571081958,concrete,1.0,mixture,8,0.9571221857,adam,0.000989787180952,0.000180066970598,0.001,1.0,18.665599823,best_val_loss
179,100.0,48.0,142.500126811,concrete,2.0,mixture,20,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,1.0,150.913284302,best_val_loss
180,10.0,242.0,2.31745621765,concrete,2.0,baseline,1,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,0.25,11.9094667435,best_val_loss
181,10.0,240.0,5.75863514132,concrete,5.0,baseline,2,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,0.25,18.4334392548,best_val_loss
182,100.0,436.0,2.16010810334,concrete,2.0,baseline,3,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,0.25,15.1525726318,best_val_loss
183,10.0,255.0,2.16882487177,concrete,3.0,baseline,4,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,0.25,18.8758811951,best_val_loss
184,10.0,955.0,1.85768601501,concrete,4.0,baseline,8,0.9571221857,adam,0.000989787180952,0.000180066970598,0.001,0.25,19.5996952057,best_val_loss
185,10.0,230.0,1.82536175182,concrete,1.0,baseline,20,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,0.25,12.3224334717,best_val_loss
186,10.0,156.0,3.18908009946,concrete,2.0,baseline,1,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,0.5,9.38620758057,best_val_loss
187,100.0,275.0,2.27143015445,concrete,1.0,baseline,2,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,0.5,13.8209238052,best_val_loss
188,10.0,693.0,2.68743748341,concrete,4.0,baseline,3,0.9571221857,adam,0.000989787180952,0.000180066970598,0.001,0.5,19.1371498108,best_val_loss
189,10.0,701.0,2.0082812263,concrete,4.0,baseline,4,0.9571221857,adam,0.000989787180952,0.000180066970598,0.001,0.5,18.2053890228,best_val_loss
190,100.0,164.0,3.23654352577,concrete,4.0,baseline,8,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,0.5,18.3068714142,best_val_loss
191,100.0,262.0,2.21051869809,concrete,1.0,baseline,20,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,0.5,13.9147520065,best_val_loss
192,10.0,559.0,4.19558493605,concrete,5.0,baseline,1,0.9571221857,adam,0.000989787180952,0.000180066970598,0.001,1.0,19.0340671539,best_val_loss
193,100.0,175.0,2.76615890947,concrete,4.0,baseline,2,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,1.0,18.9739551544,best_val_loss
194,100.0,120.0,2.63385246795,concrete,1.0,baseline,3,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,1.0,14.1603975296,best_val_loss
195,10.0,142.0,4.24004408457,concrete,1.0,baseline,4,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,1.0,7.31844329834,best_val_loss
196,10.0,403.0,2.95263538546,concrete,1.0,baseline,8,0.9571221857,adam,0.000989787180952,0.000180066970598,0.001,1.0,8.74631690979,best_val_loss
197,100.0,118.0,3.12026599773,concrete,2.0,baseline,20,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,1.0,11.0616292953,best_val_loss
198,10.0,251.0,1.54733424511,concrete,2.0,planarflowdet,1,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,0.25,8.88837337494,best_val_loss
199,10.0,202.0,30.0308026064,concrete,5.0,planarflowdet,2,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,0.25,15.5508346558,best_val_loss
200,100.0,384.0,2.21398110992,concrete,2.0,planarflowdet,3,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,0.25,79.9087524414,best_val_loss
201,10.0,272.0,2.49568131826,concrete,3.0,planarflowdet,4,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,0.25,21.4372730255,best_val_loss
202,10.0,299.0,2.11681684476,concrete,3.0,planarflowdet,8,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,0.25,14.7038345337,best_val_loss
203,10.0,384.0,2.68947890198,concrete,1.0,planarflowdet,20,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,0.25,234.376220703,best_val_loss
204,10.0,198.0,1.4906608063,concrete,2.0,planarflowdet,1,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,0.5,6.96100616455,best_val_loss
205,10.0,237.0,1.31676172053,concrete,1.0,planarflowdet,2,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,0.5,10.4960842133,best_val_loss
206,100.0,371.0,1.58624830524,concrete,1.0,planarflowdet,3,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,0.5,16.5613059998,best_val_loss
207,10.0,214.0,8.58494641943,concrete,5.0,planarflowdet,4,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,0.5,14.2220630646,best_val_loss
208,10.0,216.0,2.69065856934,concrete,3.0,planarflowdet,8,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,0.5,25.5217018127,best_val_loss
209,100.0,345.0,2.41265824698,concrete,1.0,planarflowdet,20,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,0.5,1011.65496826,best_val_loss
210,10.0,496.0,3.93041569978,concrete,5.0,planarflowdet,1,0.9571221857,adam,0.000989787180952,0.000180066970598,0.001,1.0,8.31240940094,best_val_loss
211,10.0,193.0,1.90405062333,concrete,2.0,planarflowdet,2,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,1.0,6.79616308212,best_val_loss
212,100.0,197.0,1.37410602755,concrete,1.0,planarflowdet,3,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,1.0,15.9259967804,best_val_loss
213,10.0,185.0,2.43345656904,concrete,1.0,planarflowdet,4,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,1.0,8.55753993988,best_val_loss
214,100.0,160.0,29.4849423899,concrete,6.0,planarflowdet,8,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,1.0,49.1348190308,best_val_loss
215,10.0,253.0,2.96257056079,concrete,3.0,planarflowdet,20,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,1.0,11.0068941116,best_val_loss
216,100.0,193.0,2.18507829685,concrete,5.0,baselinedetplus,1,0.957318230759,rmsprop,0.955480723872,1.01791199709e-05,0.0001,0.25,30.3589763641,best_val_loss
217,10.0,14.0,2.67986467973,concrete,5.0,baselinedetplus,2,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,0.25,49.9357528687,best_val_loss
218,100.0,111.0,2.72813993287,concrete,2.0,baselinedetplus,3,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,0.25,58.6560821533,best_val_loss
219,10.0,211.0,2.75498503157,concrete,6.0,baselinedetplus,4,0.9571221857,adam,0.000989787180952,0.000180066970598,0.001,0.25,56.8667411804,best_val_loss
220,100.0,163.0,3.94171201836,concrete,1.0,baselinedetplus,8,0.957318230759,rmsprop,0.955480723872,1.01791199709e-05,0.0001,0.25,69.8662948608,best_val_loss
221,10.0,99.0,3.56731022214,concrete,1.0,baselinedetplus,20,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,0.25,116.016914368,best_val_loss
222,100.0,104.0,1.96500863381,concrete,6.0,baselinedetplus,1,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,0.5,29.973072052,best_val_loss
223,10.0,15.0,2.05046363016,concrete,1.0,baselinedetplus,2,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,0.5,31.2514209747,best_val_loss
224,100.0,108.0,2.64061670396,concrete,1.0,baselinedetplus,3,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,0.5,55.4049987793,best_val_loss
225,100.0,54.0,2.69943859508,concrete,7.0,baselinedetplus,4,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,0.5,61.0597114563,best_val_loss
226,10.0,33.0,2.86406581842,concrete,3.0,baselinedetplus,8,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,0.5,62.4026985168,best_val_loss
227,10.0,56.0,3.69834796202,concrete,3.0,baselinedetplus,20,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,0.5,130.789123535,best_val_loss
228,10.0,99.0,1.58680028823,concrete,5.0,baselinedetplus,1,0.9571221857,adam,0.000989787180952,0.000180066970598,0.001,1.0,20.5813903809,best_val_loss
229,10.0,86.0,1.8388695578,concrete,2.0,baselinedetplus,2,0.9571221857,adam,0.000989787180952,0.000180066970598,0.001,1.0,24.3830776215,best_val_loss
230,10.0,19.0,2.7140748848,concrete,1.0,baselinedetplus,3,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,1.0,37.7708778381,best_val_loss
231,10.0,13.0,2.21706768147,concrete,1.0,baselinedetplus,4,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,1.0,32.1676139832,best_val_loss
232,10.0,51.0,2.65638540323,concrete,6.0,baselinedetplus,8,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,1.0,51.8035697937,best_val_loss
233,10.0,44.0,3.02017685974,concrete,3.0,baselinedetplus,20,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,1.0,87.4110412598,best_val_loss
234,10.0,192.0,1.39560521691,concrete,2.0,radialflowdet,1,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,0.25,8.25605201721,best_val_loss
235,10.0,228.0,24.3703068113,concrete,5.0,radialflowdet,2,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,0.25,10.7867507935,best_val_loss
236,100.0,383.0,1.7253724626,concrete,2.0,radialflowdet,3,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,0.25,8.16831874847,best_val_loss
237,100.0,371.0,3.43683527974,concrete,4.0,radialflowdet,4,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,0.25,8.31540870667,best_val_loss
238,100.0,318.0,2.08660266469,concrete,2.0,radialflowdet,8,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,0.25,8.70052146912,best_val_loss
239,100.0,0.0,inf,concrete,7.0,radialflowdet,20,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,0.25,inf,best_val_loss
240,10.0,169.0,2.02788832581,concrete,2.0,radialflowdet,1,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,0.5,6.9293847084,best_val_loss
241,100.0,245.0,0.668480845331,concrete,1.0,radialflowdet,2,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,0.5,6.47083234787,best_val_loss
242,100.0,237.0,0.800535553867,concrete,1.0,radialflowdet,3,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,0.5,6.77407407761,best_val_loss
243,10.0,659.0,2.42942291556,concrete,4.0,radialflowdet,4,0.9571221857,adam,0.000989787180952,0.000180066970598,0.001,0.5,6.84629917145,best_val_loss
244,100.0,209.0,2.62205564629,concrete,4.0,radialflowdet,8,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,0.5,7.05422639847,best_val_loss
245,100.0,0.0,inf,concrete,1.0,radialflowdet,20,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,0.5,inf,best_val_loss
246,10.0,507.0,2.63287309073,concrete,5.0,radialflowdet,1,0.9571221857,adam,0.000989787180952,0.000180066970598,0.001,1.0,6.5911693573,best_val_loss
247,10.0,409.0,1.66563363677,concrete,2.0,radialflowdet,2,0.9571221857,adam,0.000989787180952,0.000180066970598,0.001,1.0,5.94373416901,best_val_loss
248,100.0,153.0,0.833426836625,concrete,1.0,radialflowdet,3,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,1.0,6.45259428024,best_val_loss
249,10.0,211.0,1.16843473564,concrete,1.0,radialflowdet,4,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,1.0,5.89313983917,best_val_loss
250,100.0,146.0,31.8760311534,concrete,6.0,radialflowdet,8,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,1.0,6.70548057556,best_val_loss
251,100.0,0.0,inf,concrete,2.0,radialflowdet,20,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,1.0,inf,best_val_loss
252,10.0,279.0,2.47669523665,concrete,2.0,baselineplus,1,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,0.25,15.0267705917,best_val_loss
253,10.0,282.0,22.023446833,concrete,5.0,baselineplus,2,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,0.25,18.6931400299,best_val_loss
254,10.0,1153.0,2.4274943824,concrete,2.0,baselineplus,3,0.9571221857,adam,0.000989787180952,0.000180066970598,0.001,0.25,19.4105110168,best_val_loss
255,10.0,286.0,7.37219697526,concrete,3.0,baselineplus,4,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,0.25,18.5700359344,best_val_loss
256,100.0,690.0,6.28208908525,concrete,2.0,baselineplus,8,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,0.25,23.142490387,best_val_loss
257,10.0,374.0,11.9271883178,concrete,1.0,baselineplus,20,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,0.25,123.530822754,best_val_loss
258,10.0,182.0,3.81334130741,concrete,2.0,baselineplus,1,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,0.5,11.6275253296,best_val_loss
259,10.0,701.0,2.66697929901,concrete,2.0,baselineplus,2,0.9571221857,adam,0.000989787180952,0.000180066970598,0.001,0.5,12.5535516739,best_val_loss
260,100.0,377.0,4.46236441899,concrete,1.0,baselineplus,3,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,0.5,46.746547699,best_val_loss
261,10.0,741.0,10.0931688327,concrete,4.0,baselineplus,4,0.9571221857,adam,0.000989787180952,0.000180066970598,0.001,0.5,18.5148906708,best_val_loss
262,10.0,223.0,20.2650995347,concrete,3.0,baselineplus,8,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,0.5,14.3696708679,best_val_loss
263,100.0,609.0,8.8427989182,concrete,1.0,baselineplus,20,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,0.5,112.476127625,best_val_loss
264,10.0,594.0,7.46291284654,concrete,5.0,baselineplus,1,0.9571221857,adam,0.000989787180952,0.000180066970598,0.001,1.0,19.323551178,best_val_loss
265,10.0,443.0,4.44310397546,concrete,2.0,baselineplus,2,0.9571221857,adam,0.000989787180952,0.000180066970598,0.001,1.0,10.0788612366,best_val_loss
266,100.0,225.0,4.42274460283,concrete,1.0,baselineplus,3,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,1.0,38.2478027344,best_val_loss
267,10.0,189.0,9.88415868074,concrete,1.0,baselineplus,4,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,1.0,17.2461242676,best_val_loss
268,10.0,565.0,6.25759532151,concrete,1.0,baselineplus,8,0.9571221857,adam,0.000989787180952,0.000180066970598,0.001,1.0,42.9322547913,best_val_loss
269,100.0,219.0,16.6781722874,concrete,2.0,baselineplus,20,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,1.0,49.0569000244,best_val_loss
270,10.0,282.0,2.36668381182,concrete,2.0,planarflow,1,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,0.25,13.4364089966,best_val_loss
271,10.0,308.0,10.1203610318,concrete,5.0,planarflow,2,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,0.25,19.1914157867,best_val_loss
272,10.0,266.0,2.29781852648,concrete,2.0,planarflow,3,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,0.25,14.2477312088,best_val_loss
273,10.0,323.0,2.8999786377,concrete,3.0,planarflow,4,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,0.25,18.5856838226,best_val_loss
274,10.0,288.0,3.58797343726,concrete,3.0,planarflow,8,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,0.25,18.5894031525,best_val_loss
275,100.0,0.0,inf,concrete,7.0,planarflow,20,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,0.25,inf,best_val_loss
276,10.0,940.0,2.54612361575,concrete,5.0,planarflow,1,0.9571221857,adam,0.000989787180952,0.000180066970598,0.001,0.5,19.2165431976,best_val_loss
277,100.0,371.0,2.61285044846,concrete,1.0,planarflow,2,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,0.5,15.7458267212,best_val_loss
278,100.0,367.0,2.79106777154,concrete,1.0,planarflow,3,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,0.5,17.1006832123,best_val_loss
279,10.0,276.0,50.8124602975,concrete,5.0,planarflow,4,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,0.5,18.3732852936,best_val_loss
280,10.0,241.0,8.36980149352,concrete,3.0,planarflow,8,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,0.5,14.7246074677,best_val_loss
281,100.0,0.0,inf,concrete,1.0,planarflow,20,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,0.5,inf,best_val_loss
282,10.0,201.0,33.9124862523,concrete,5.0,planarflow,1,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,1.0,19.4867687225,best_val_loss
283,100.0,175.0,3.76046486271,concrete,4.0,planarflow,2,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,1.0,19.912399292,best_val_loss
284,100.0,218.0,2.64345454244,concrete,1.0,planarflow,3,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,1.0,17.1888332367,best_val_loss
285,10.0,135.0,4.52466768431,concrete,1.0,planarflow,4,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,1.0,7.40132665634,best_val_loss
286,10.0,697.0,6.57778812149,concrete,1.0,planarflow,8,0.9571221857,adam,0.000989787180952,0.000180066970598,0.001,1.0,10.0698299408,best_val_loss
287,100.0,0.0,inf,concrete,2.0,planarflow,20,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,1.0,inf,best_val_loss
288,100.0,423.0,1.26193192862,concrete,5.0,baselinedet,1,0.957318230759,rmsprop,0.955480723872,1.01791199709e-05,0.0001,0.25,15.549530983,best_val_loss
289,100.0,104.0,1.68205127901,concrete,6.0,baselinedet,2,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,0.25,19.8761520386,best_val_loss
290,100.0,172.0,1.82205200195,concrete,2.0,baselinedet,3,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,0.25,19.2730064392,best_val_loss
291,10.0,40.0,1.39418237186,concrete,3.0,baselinedet,4,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,0.25,16.8946704865,best_val_loss
292,100.0,353.0,1.38805070896,concrete,1.0,baselinedet,8,0.957318230759,rmsprop,0.955480723872,1.01791199709e-05,0.0001,0.25,16.6997661591,best_val_loss
293,10.0,171.0,1.7744487281,concrete,6.0,baselinedet,20,0.9571221857,adam,0.000989787180952,0.000180066970598,0.001,0.25,24.3375015259,best_val_loss
294,100.0,167.0,1.11342206048,concrete,6.0,baselinedet,1,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,0.5,12.4991178513,best_val_loss
295,100.0,167.0,0.95851675978,concrete,1.0,baselinedet,2,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,0.5,10.8065500259,best_val_loss
296,100.0,167.0,0.865858800203,concrete,1.0,baselinedet,3,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,0.5,10.1759614944,best_val_loss
297,100.0,206.0,1.02265759811,concrete,7.0,baselinedet,4,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,0.5,11.6690692902,best_val_loss
298,100.0,97.0,1.4655062481,concrete,4.0,baselinedet,8,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,0.5,16.5227184296,best_val_loss
299,100.0,171.0,1.1412720171,concrete,1.0,baselinedet,20,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,0.5,12.4558372498,best_val_loss
300,100.0,165.0,0.718357271361,concrete,6.0,baselinedet,1,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,1.0,8.60941505432,best_val_loss
301,100.0,187.0,0.672067882945,concrete,4.0,baselinedet,2,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,1.0,8.33781337738,best_val_loss
302,100.0,100.0,1.24008289819,concrete,1.0,baselinedet,3,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,1.0,14.7718105316,best_val_loss
303,100.0,401.0,0.607868861226,concrete,6.0,baselinedet,4,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,1.0,7.79184579849,best_val_loss
304,10.0,143.0,1.30953964678,concrete,1.0,baselinedet,8,0.9571221857,adam,0.000989787180952,0.000180066970598,0.001,1.0,9.89113330841,best_val_loss
305,100.0,335.0,0.405618612049,concrete,2.0,baselinedet,20,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,1.0,6.1308965683,best_val_loss
306,10.0,28.0,264.656805101,concrete,2.0,radialflow,1,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,0.25,110.871002197,best_val_loss
307,10.0,30.0,34472.4684737,concrete,5.0,radialflow,2,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,0.25,51.4576911926,best_val_loss
308,100.0,34.0,154.625240815,concrete,2.0,radialflow,3,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,0.25,95.5606307983,best_val_loss
309,10.0,19.0,911.189898572,concrete,3.0,radialflow,4,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,0.25,73.3711700439,best_val_loss
310,10.0,157.0,1.76565807434,concrete,3.0,radialflow,8,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,0.25,18.722120285,best_val_loss
311,100.0,0.0,inf,concrete,7.0,radialflow,20,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,0.25,inf,best_val_loss
312,10.0,8.0,388.721148248,concrete,2.0,radialflow,1,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,0.5,115.515670776,best_val_loss
313,10.0,8.0,19.5711929271,concrete,1.0,radialflow,2,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,0.5,79.7961273193,best_val_loss
314,10.0,93.0,3310.12287333,concrete,4.0,radialflow,3,0.9571221857,adam,0.000989787180952,0.000180066970598,0.001,0.5,39.0672798157,best_val_loss
315,10.0,20.0,15224.9231081,concrete,4.0,radialflow,4,0.9571221857,adam,0.000989787180952,0.000180066970598,0.001,0.5,158.132293701,best_val_loss
316,100.0,157.0,2.80872027639,concrete,4.0,radialflow,8,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,0.5,19.2117271423,best_val_loss
317,100.0,0.0,inf,concrete,1.0,radialflow,20,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,0.5,inf,best_val_loss
318,10.0,124.0,19650.5002704,concrete,5.0,radialflow,1,0.9571221857,adam,0.000989787180952,0.000180066970598,0.001,1.0,41.0623207092,best_val_loss
319,10.0,33.0,125.029615311,concrete,2.0,radialflow,2,0.9571221857,adam,0.000989787180952,0.000180066970598,0.001,1.0,63.1159858704,best_val_loss
320,100.0,31.0,25.8193588713,concrete,1.0,radialflow,3,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,1.0,45.3481636047,best_val_loss
321,10.0,5.0,12.2762293995,concrete,1.0,radialflow,4,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,1.0,42.0560073853,best_val_loss
322,100.0,67.0,41.8032865803,concrete,6.0,radialflow,8,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,1.0,18.2714557648,best_val_loss
323,100.0,0.0,inf,concrete,2.0,radialflow,20,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,1.0,inf,best_val_loss
324,1.0,490.0,3.91781596394,energy,5.0,mixture,1,0.892577483924,adam,0.00713582002473,0.00073108178565,0.001,0.25,9.52632427216,best_val_loss
325,10.0,27.0,10.5129699707,energy,2.0,mixture,2,0.934125143078,adam,0.0076485879586,0.00031200898421,0.1,0.25,13.8283395767,best_val_loss
326,1.0,481.0,1110.1687847,energy,5.0,mixture,3,0.892577483924,adam,0.00713582002473,0.00073108178565,0.001,0.25,9.37302875519,best_val_loss
327,10.0,98.0,3.22705444732,energy,1.0,mixture,4,0.934125143078,adam,0.0076485879586,0.00031200898421,0.1,0.25,11.6372089386,best_val_loss
328,1.0,195.0,22.1067100624,energy,1.0,mixture,8,0.892577483924,adam,0.00713582002473,0.00073108178565,0.001,0.25,44.3817062378,best_val_loss
329,10.0,99.0,9.50110378513,energy,2.0,mixture,20,0.934125143078,adam,0.0076485879586,0.00031200898421,0.1,0.25,14.1597108841,best_val_loss
