,datasetname,model,n_normflows,test_measures,value0,value1,value2
341,kin8nm,baselinedetplus,2,best_val_loss,0.188094038304,0.210675309344,0.216173352911
342,kin8nm,baselinedetplus,3,best_val_loss,0.16111515531,0.180267561419,0.191538037969
343,kin8nm,baselinedetplus,4,best_val_loss,0.128586239285,0.130548823494,0.165270528819
344,kin8nm,radialflowdet,8,best_val_loss,0.215132398528,0.247595161086,0.279554605872
345,kin8nm,radialflowdet,1,best_val_loss,1.74405990642,1.77618058574,1.78977269532
346,kin8nm,radialflowdet,2,best_val_loss,0.224555367571,0.247694256377,0.283275544288
347,kin8nm,radialflowdet,3,best_val_loss,1.8421972976,1.9148249708,1.97555980321
348,kin8nm,radialflowdet,4,best_val_loss,0.773556801814,0.810258109654,0.823759323989
349,kin8nm,baselineplus,8,best_val_loss,6.40231483687,6.43598952048,6.48578347307
350,kin8nm,baselineplus,1,best_val_loss,11.4921551905,19.0583408979,20.100179643
351,kin8nm,baselineplus,2,best_val_loss,2.71822801295,2.77841924238,2.80398664604
352,kin8nm,baselineplus,3,best_val_loss,10.4136583447,10.4851194414,10.7690423071
353,kin8nm,baselineplus,4,best_val_loss,6.91505513454,14.6489461594,14.6592400279
354,kin8nm,planarflow,8,best_val_loss,2.41360562539,2.42904501401,2.54031601572
355,kin8nm,planarflow,1,best_val_loss,2.69077274147,3.13052370921,3.3720998652
356,kin8nm,planarflow,2,best_val_loss,1.50076900575,1.61125543279,1.63093730234
357,kin8nm,planarflow,3,best_val_loss,3.63672232279,4.00410410977,4.71915177343
358,kin8nm,planarflow,4,best_val_loss,1.95848732718,10.6783135887,11.1689313522
359,kin8nm,baselinedet,8,best_val_loss,0.191629921518,0.197854618393,0.208990495056
360,kin8nm,baselinedet,1,best_val_loss,0.218344256807,0.227858794091,0.2328289828
361,kin8nm,baselinedet,2,best_val_loss,0.227138508949,0.233020089829,0.259433467214
362,kin8nm,baselinedet,3,best_val_loss,0.207491639507,0.215044491982,0.24477169378
363,kin8nm,baselinedet,4,best_val_loss,0.241393050527,0.242944050611,0.249561485559
364,kin8nm,radialflow,8,best_val_loss,1.84650055289,inf,65392.7896979
365,kin8nm,radialflow,1,best_val_loss,352.708894117,596.580491148,677.353419976
366,kin8nm,radialflow,2,best_val_loss,11.673973949,12.5194337375,257.610593187
367,kin8nm,radialflow,3,best_val_loss,141944.361001,165701.785216,316223.258774
368,kin8nm,radialflow,4,best_val_loss,107.187872768,140.563030307,241.338414492
369,kin8nm,mixture,8,val_error_rate,0.117937549949,0.12040310353,0.133383125067
370,kin8nm,mixture,1,val_error_rate,0.132648184896,0.144290283322,0.148470968008
371,kin8nm,mixture,2,val_error_rate,0.101018801332,0.108884640038,0.112265683711
372,kin8nm,mixture,3,val_error_rate,0.25232860446,0.254019230604,0.255092889071
373,kin8nm,mixture,4,val_error_rate,0.132890492678,0.136568889022,0.137580379844
374,kin8nm,baseline,8,val_error_rate,0.107958137989,0.115429013968,0.119071543217
375,kin8nm,baseline,1,val_error_rate,0.134420722723,0.138811603189,0.139276430011
376,kin8nm,baseline,2,val_error_rate,0.111563511193,0.111842423677,0.113569118083
377,kin8nm,baseline,3,val_error_rate,0.223745524883,0.230870395899,0.238493546844
378,kin8nm,baseline,4,val_error_rate,0.110933691263,0.115881994367,0.117039993405
379,kin8nm,planarflowdet,8,val_error_rate,0.134898662567,0.135244876146,0.135424613953
380,kin8nm,planarflowdet,1,val_error_rate,0.0922058597207,0.0970653519034,0.0972251147032
381,kin8nm,planarflowdet,2,val_error_rate,0.0849212557077,0.0881829410791,0.089434966445
382,kin8nm,planarflowdet,3,val_error_rate,0.129857137799,0.142665892839,0.149646997452
383,kin8nm,planarflowdet,4,val_error_rate,0.112525649369,0.119918175042,0.124533466995
384,kin8nm,baselinedetplus,8,val_error_rate,0.0732005015016,0.0743908286095,0.0756516382098
385,kin8nm,baselinedetplus,1,val_error_rate,0.0742482542992,0.0759198814631,0.0769506692886
386,kin8nm,baselinedetplus,2,val_error_rate,0.081119351089,0.0821477025747,0.0842458978295
387,kin8nm,baselinedetplus,3,val_error_rate,0.075839817524,0.0778044313192,0.0791885480285
388,kin8nm,baselinedetplus,4,val_error_rate,0.0740230083466,0.0741472244263,0.0777341425419
389,kin8nm,radialflowdet,8,val_error_rate,0.0764524415135,0.0796979516745,0.0804231315851
390,kin8nm,radialflowdet,1,val_error_rate,0.0822011381388,0.0841552838683,0.0844281241298
391,kin8nm,radialflowdet,2,val_error_rate,0.0777501761913,0.0779630243778,0.0789329409599
392,kin8nm,radialflowdet,3,val_error_rate,0.080357581377,0.083650842309,0.0876592695713
393,kin8nm,radialflowdet,4,val_error_rate,0.0819047912955,0.0819462612271,0.0834997519851
394,kin8nm,baselineplus,8,val_error_rate,0.117765285075,0.121083654463,0.271006673574
395,kin8nm,baselineplus,1,val_error_rate,0.138378530741,0.141492530704,0.144377201796
396,kin8nm,baselineplus,2,val_error_rate,0.109569124877,0.113058201969,0.115336328745
397,kin8nm,baselineplus,3,val_error_rate,0.250505745411,0.25891572237,0.272340655327
398,kin8nm,baselineplus,4,val_error_rate,0.133896797895,0.14050860703,0.143412709236
399,kin8nm,planarflow,8,val_error_rate,0.122580327094,0.123117409647,0.123569883406
400,kin8nm,planarflow,1,val_error_rate,0.14328545332,0.143794640899,0.150198623538
401,kin8nm,planarflow,2,val_error_rate,0.105101123452,0.11104965955,0.112723655999
402,kin8nm,planarflow,3,val_error_rate,0.247220337391,0.251489520073,0.257325261831
403,kin8nm,planarflow,4,val_error_rate,0.140164971352,0.145571053028,0.146633028984
404,kin8nm,baselinedet,8,val_error_rate,0.0789703279734,0.0797892510891,0.0804363936186
405,kin8nm,baselinedet,1,val_error_rate,0.0808380618691,0.0827950313687,0.0833531692624
406,kin8nm,baselinedet,2,val_error_rate,0.0826634243131,0.0834615528584,0.0839328914881
407,kin8nm,baselinedet,3,val_error_rate,0.0802663192153,0.0806723982096,0.0826329365373
408,kin8nm,baselinedet,4,val_error_rate,0.0828348472714,0.0832427144051,0.0841364264488
409,kin8nm,radialflow,8,val_error_rate,0.198348507285,inf,inf
410,kin8nm,radialflow,1,val_error_rate,0.320622593164,0.44831931591,0.530949234962
411,kin8nm,radialflow,2,val_error_rate,0.327450782061,0.343527048826,0.387553691864
412,kin8nm,radialflow,3,val_error_rate,0.600488126278,0.675913155079,1.20996296406
413,kin8nm,radialflow,4,val_error_rate,0.55312693119,0.789666712284,0.806952953339
414,powerplant,mixture,4,best_val_loss,3.79081507754,3.79881759254,3.80847237595
415,powerplant,mixture,2,best_val_loss,5.74081423259,5.76201448492,6.01890163908
416,powerplant,mixture,3,best_val_loss,3.84358795945,3.85963172057,3.87518086326
417,powerplant,mixture,20,best_val_loss,5.85015264454,3577.03076946,inf
418,powerplant,baseline,4,best_val_loss,3.82888939099,3.86782161893,3.88010287893
419,powerplant,baseline,2,best_val_loss,5.50041143265,5.6919225706,5.78386134172
420,powerplant,baseline,3,best_val_loss,3.84391132069,3.84506610301,3.84667355094
421,powerplant,baseline,20,best_val_loss,4.19090700083,5.95745202911,inf
422,powerplant,planarflowdet,4,best_val_loss,3.59844449096,3.6782165787,3.69145713918
423,powerplant,planarflowdet,2,best_val_loss,3.55366014568,3.57525658368,3.65197149691
424,powerplant,planarflowdet,3,best_val_loss,3.63048369665,3.65066840754,3.67646656199
425,powerplant,planarflowdet,20,best_val_loss,5.75185445268,inf,inf
426,powerplant,baselinedetplus,4,best_val_loss,3.44446962007,3.44689799793,3.44732510241
427,powerplant,baselinedetplus,2,best_val_loss,3.36774857028,3.37158882867,3.37410415685
428,powerplant,baselinedetplus,3,best_val_loss,3.4612538632,3.46335171657,3.47331276737
429,powerplant,baselinedetplus,20,best_val_loss,3.57469853448,4.11062912377,inf
430,powerplant,radialflowdet,4,best_val_loss,3.4706537021,3.47528906672,3.48183111027
431,powerplant,radialflowdet,2,best_val_loss,3.43354786742,3.4366695348,3.44769707228
432,powerplant,radialflowdet,3,best_val_loss,3.7633610111,3.78641612679,3.79175652005
433,powerplant,radialflowdet,20,best_val_loss,inf,21476.8964277,inf
434,powerplant,baselineplus,4,best_val_loss,5.50607108627,5.51605923233,5.55886899826
435,powerplant,baselineplus,2,best_val_loss,9.20347280126,9.86882105191,10.1857036877
436,powerplant,baselineplus,3,best_val_loss,5.42927474563,5.43132511148,5.44290248461
437,powerplant,baselineplus,20,best_val_loss,9.14870129649,16.3832252544,inf
438,powerplant,planarflow,4,best_val_loss,3.90839549431,3.90841279469,3.95163734477
439,powerplant,planarflow,2,best_val_loss,6.3576756453,6.53173601544,6.71546788522
440,powerplant,planarflow,3,best_val_loss,4.00389502718,4.01014327118,4.07181909595
441,powerplant,planarflow,20,best_val_loss,,,inf
442,powerplant,baselinedet,4,best_val_loss,3.43542140598,3.44856506489,3.44896271389
443,powerplant,baselinedet,2,best_val_loss,3.36320279646,3.36327020419,3.365216815
444,powerplant,baselinedet,3,best_val_loss,3.46427559908,3.46726929561,3.48085931835
445,powerplant,baselinedet,20,best_val_loss,3.45616089717,3.45810382604,3.47288452998
446,powerplant,radialflow,4,best_val_loss,323.896726368,1103.52488059,144.008634778
447,powerplant,radialflow,2,best_val_loss,37.0127273106,44.3718993706,68.3346160294
448,powerplant,radialflow,3,best_val_loss,6841.5923178,1888.36227855,594.666472879
449,powerplant,radialflow,20,best_val_loss,inf,inf,inf
450,powerplant,mixture,4,val_error_rate,7.98334169388,8.0717716217,8.28343296051
451,powerplant,mixture,2,val_error_rate,7.92547559738,7.95851802826,8.04508590698
452,powerplant,mixture,3,val_error_rate,8.3217382431,8.39330101013,8.41511821747
453,powerplant,mixture,20,val_error_rate,7.99451589584,9.88940238953,inf
454,powerplant,baseline,4,val_error_rate,8.07608413696,8.10772609711,8.33775806427
455,powerplant,baseline,2,val_error_rate,7.97072839737,8.01712989807,8.03685569763
456,powerplant,baseline,3,val_error_rate,8.34544372559,8.4561290741,8.51048946381
457,powerplant,baseline,20,val_error_rate,8.02225971222,11.5342941284,inf
458,powerplant,planarflowdet,4,val_error_rate,8.270860672,8.42132377625,8.43240737915
459,powerplant,planarflowdet,2,val_error_rate,7.87389993668,7.91986894608,7.97588300705
460,powerplant,planarflowdet,3,val_error_rate,8.37832832336,8.62979698181,8.68793106079
461,powerplant,planarflowdet,20,val_error_rate,20.8784828186,inf,inf
462,powerplant,baselinedetplus,4,val_error_rate,8.24639987946,8.27274799347,8.27515602112
463,powerplant,baselinedetplus,2,val_error_rate,7.82733440399,7.90550088882,7.90930175781
464,powerplant,baselinedetplus,3,val_error_rate,8.20790576935,8.36676979065,8.40945053101
465,powerplant,baselinedetplus,20,val_error_rate,8.17640972137,9.09591293335,inf
466,powerplant,radialflowdet,4,val_error_rate,8.09965991974,8.21563816071,8.43558502197
467,powerplant,radialflowdet,2,val_error_rate,7.77856206894,7.85371255875,7.95271062851
468,powerplant,radialflowdet,3,val_error_rate,8.25756549835,8.33466339111,8.36246871948
469,powerplant,radialflowdet,20,val_error_rate,inf,inf,inf
470,powerplant,baselineplus,4,val_error_rate,8.00462055206,8.13920211792,8.31611919403
471,powerplant,baselineplus,2,val_error_rate,7.93214130402,7.95917463303,8.08620834351
472,powerplant,baselineplus,3,val_error_rate,8.31847381592,8.42766094208,8.50953674316
473,powerplant,baselineplus,20,val_error_rate,8.02779865265,11.4013643265,inf
474,powerplant,planarflow,4,val_error_rate,8.0342092514,8.36154270172,8.3714056015
475,powerplant,planarflow,2,val_error_rate,7.87787628174,8.02562427521,8.03690719604
476,powerplant,planarflow,3,val_error_rate,8.34457874298,8.44217205048,8.46288108826
477,powerplant,planarflow,20,val_error_rate,inf,inf,inf
478,powerplant,baselinedet,4,val_error_rate,8.10194778442,8.16846561432,8.26445007324
479,powerplant,baselinedet,2,val_error_rate,7.81920528412,7.85769319534,7.87990760803
480,powerplant,baselinedet,3,val_error_rate,8.31869697571,8.31955051422,8.32232761383
481,powerplant,baselinedet,20,val_error_rate,7.99765300751,8.01208591461,8.39678668976
482,powerplant,radialflow,4,val_error_rate,inf,inf,inf
483,powerplant,radialflow,2,val_error_rate,11.1730566025,11.1769485474,11.8083467484
484,powerplant,radialflow,3,val_error_rate,inf,inf,inf
485,powerplant,radialflow,20,val_error_rate,inf,inf,inf
486,winered,mixture,1,best_val_loss,2.21378110956,2.3117829782,2.34095043606
487,winered,mixture,2,best_val_loss,2.11454377351,2.14779977445,2.16095735409
488,winered,mixture,3,best_val_loss,3.0868750325,4.85925653246,5.08637993424
489,winered,mixture,4,best_val_loss,2.43099883751,2.5856196792,2.68699200948
490,winered,mixture,8,best_val_loss,2.37700536516,2.55078900302,2.78980906804
491,winered,mixture,20,best_val_loss,56.1419438256,57.9569899453,72.5636512332
492,winered,baseline,1,best_val_loss,2.34972939668,2.35627156717,2.40007552394
493,winered,baseline,2,best_val_loss,1.98546540296,2.01031963914,2.06122295945
494,winered,baseline,3,best_val_loss,2.37308103067,2.49187352922,2.52129226261
495,winered,baseline,4,best_val_loss,2.54272757636,2.60611830817,2.72586617646
496,winered,baseline,8,best_val_loss,2.31133305585,2.31690293771,2.38306165625
497,winered,baseline,20,best_val_loss,2.07055718104,2.08080718782,2.10148394549
498,winered,planarflowdet,1,best_val_loss,1.52457880091,1.5539581864,2.26488018036
499,winered,planarflowdet,2,best_val_loss,1.55295096503,1.67647799739,1.68720393711
500,winered,planarflowdet,3,best_val_loss,2.65298038059,5.13075305797,5.23714037295
501,winered,planarflowdet,4,best_val_loss,1.65763982137,1.68474285691,2.00765468456
502,winered,planarflowdet,8,best_val_loss,2.34388941306,2.50308997543,28.8121214549
503,winered,planarflowdet,20,best_val_loss,2.7942416509,145.029986021,280.18297153
504,winered,baselinedetplus,1,best_val_loss,1.1804538303,1.19670995076,1.20481109619
505,winered,baselinedetplus,2,best_val_loss,1.1783917745,1.18023978339,1.18200874329
506,winered,baselinedetplus,3,best_val_loss,1.18697484334,1.20869774289,1.25518449148
507,winered,baselinedetplus,4,best_val_loss,1.206943406,1.50468190511,1.53505812751
508,winered,baselinedetplus,8,best_val_loss,1.42913118998,1.56580183241,1.58288764954
509,winered,baselinedetplus,20,best_val_loss,1.93916278415,2.06260914273,2.06988334656
510,winered,radialflowdet,1,best_val_loss,1.31048467424,1.32729389049,1.34872355285
511,winered,radialflowdet,2,best_val_loss,1.28173160553,1.36905525349,1.41125195115
512,winered,radialflowdet,3,best_val_loss,1.96745646441,2.19702978487,2.38138283624
513,winered,radialflowdet,4,best_val_loss,1.46919624894,1.52810481743,1.54753681465
514,winered,radialflowdet,8,best_val_loss,1.3699076264,1.51989548295,9.61302103466
515,winered,radialflowdet,20,best_val_loss,15287.203559,1482533.41667,75328.9140625
516,winered,baselineplus,1,best_val_loss,3.60841765227,3.65391618234,3.75310046585
517,winered,baselineplus,2,best_val_loss,4.0259748035,4.143722075,4.14918959582
518,winered,baselineplus,3,best_val_loss,9.86284612726,10.3790452745,11.3025061289
519,winered,baselineplus,4,best_val_loss,9.30326557159,9.37450348889,9.56705298247
520,winered,baselineplus,8,best_val_loss,8.22146910208,8.2804036317,8.79329045614
521,winered,baselineplus,20,best_val_loss,7.4621644338,8.06286493937,8.51777667999
522,winered,planarflow,1,best_val_loss,2.43460443285,2.45732473444,2.47572319596
523,winered,planarflow,2,best_val_loss,2.32130700571,2.41698960905,2.43597772386
524,winered,planarflow,3,best_val_loss,2.42935590391,8.8702760979,19.8118541859
525,winered,planarflow,4,best_val_loss,3.03040903586,3.09200519986,3.11801016772
526,winered,planarflow,8,best_val_loss,3.00334471243,3.15740338078,4.6593173027
527,winered,planarflow,20,best_val_loss,,,
528,winered,baselinedet,1,best_val_loss,1.17050192091,1.18080033196,1.22033129798
529,winered,baselinedet,2,best_val_loss,1.16719108158,1.18142689599,1.19958347744
530,winered,baselinedet,3,best_val_loss,1.16094281938,1.22533755832,1.26141399807
531,winered,baselinedet,4,best_val_loss,1.17813120948,1.203684277,1.2196659512
532,winered,baselinedet,8,best_val_loss,1.19062508477,1.23966227637,1.35803371006
533,winered,baselinedet,20,best_val_loss,1.19136344062,1.25079419878,1.26876438989
534,winered,radialflow,1,best_val_loss,2.29272323036,2.33808642615,2.35282077509
535,winered,radialflow,2,best_val_loss,1.88070817176,1.89072886473,1.92469141296
536,winered,radialflow,3,best_val_loss,3.60229738249,3.74248355485,6.26182652735
537,winered,radialflow,4,best_val_loss,2.45948037759,2.47515246779,2.5230211313
538,winered,radialflow,8,best_val_loss,2.24738821376,2.31541841573,inf
539,winered,radialflow,20,best_val_loss,inf,inf,inf
540,winered,mixture,1,val_error_rate,0.677234172821,0.70260155201,0.719223976135
541,winered,mixture,2,val_error_rate,0.686769545078,0.692817270756,0.696615576744
542,winered,mixture,3,val_error_rate,0.854132354259,0.949352860451,0.975309610367
543,winered,mixture,4,val_error_rate,0.676435053349,0.701979339123,0.70741289854
544,winered,mixture,8,val_error_rate,0.772833526134,0.785613894463,0.812376856804
545,winered,mixture,20,val_error_rate,0.874012410641,0.89712458849,1.5836994648
546,winered,baseline,1,val_error_rate,0.659772396088,0.676379621029,0.701484799385
547,winered,baseline,2,val_error_rate,0.659221112728,0.676681101322,0.677911877632
548,winered,baseline,3,val_error_rate,0.889017105103,0.914843440056,0.919141113758
549,winered,baseline,4,val_error_rate,0.673120200634,0.682111144066,0.702995359898
550,winered,baseline,8,val_error_rate,0.682855129242,0.695018291473,0.705284953117
551,winered,baseline,20,val_error_rate,0.719293951988,0.720835089684,0.735835134983
552,winered,planarflowdet,1,val_error_rate,0.678472399712,0.686082243919,0.689179420471
553,winered,planarflowdet,2,val_error_rate,0.628895521164,0.659001648426,0.661601543427
554,winered,planarflowdet,3,val_error_rate,0.740770995617,0.890291750431,0.89140355587
555,winered,planarflowdet,4,val_error_rate,0.683170616627,0.693280637264,0.700166046619
556,winered,planarflowdet,8,val_error_rate,1.75662696362,4.38388395309,10.1164550781
557,winered,planarflowdet,20,val_error_rate,0.841890513897,5.00134086609,6.09346008301
558,winered,baselinedetplus,1,val_error_rate,0.647739231586,0.655330836773,0.701237857342
559,winered,baselinedetplus,2,val_error_rate,0.636482656002,0.657880663872,0.672473728657
560,winered,baselinedetplus,3,val_error_rate,0.664907932281,0.700392663479,0.719055771828
561,winered,baselinedetplus,4,val_error_rate,0.700054824352,0.886828839779,0.901199877262
562,winered,baselinedetplus,8,val_error_rate,0.828390002251,0.943708896637,0.987027585506
563,winered,baselinedetplus,20,val_error_rate,1.47725892067,1.51077246666,1.6250026226
564,winered,radialflowdet,1,val_error_rate,0.636868953705,0.643069624901,0.660113871098
565,winered,radialflowdet,2,val_error_rate,0.641212642193,0.643796563148,0.650731444359
566,winered,radialflowdet,3,val_error_rate,0.710753560066,0.717530727386,0.726218521595
567,winered,radialflowdet,4,val_error_rate,0.658046901226,0.66758453846,0.684871613979
568,winered,radialflowdet,8,val_error_rate,0.643005013466,0.693384110928,0.744626164436
569,winered,radialflowdet,20,val_error_rate,inf,inf,inf
570,winered,baselineplus,1,val_error_rate,0.859488904476,0.99863743782,1.02542924881
571,winered,baselineplus,2,val_error_rate,0.69976568222,0.72847121954,0.741089165211
572,winered,baselineplus,3,val_error_rate,0.970633149147,0.984278976917,0.994723677635
573,winered,baselineplus,4,val_error_rate,0.781606078148,0.805251777172,0.807804703712
574,winered,baselineplus,8,val_error_rate,2.41910362244,3.25455236435,4.6717133522
575,winered,baselineplus,20,val_error_rate,0.820354104042,0.832453668118,0.847416937351
576,winered,planarflow,1,val_error_rate,0.666873753071,0.668435931206,0.780231654644
577,winered,planarflow,2,val_error_rate,0.659219205379,0.687242388725,0.689197421074
578,winered,planarflow,3,val_error_rate,0.855213582516,1.03000879288,1.11917448044
579,winered,planarflow,4,val_error_rate,0.689444303513,0.69287699461,0.708662331104
580,winered,planarflow,8,val_error_rate,0.732879400253,0.73332709074,0.775448262691
581,winered,planarflow,20,val_error_rate,inf,inf,inf
582,winered,baselinedet,1,val_error_rate,0.671733260155,0.681253910065,0.699387550354
583,winered,baselinedet,2,val_error_rate,0.617900907993,0.642033040524,0.658278644085
584,winered,baselinedet,3,val_error_rate,0.621505856514,0.664954066277,0.679941594601
585,winered,baselinedet,4,val_error_rate,0.662772357464,0.672750532627,0.674728631973
586,winered,baselinedet,8,val_error_rate,0.674291133881,0.697960317135,0.699986457825
587,winered,baselinedet,20,val_error_rate,0.630142211914,0.685624480247,0.703993499279
588,winered,radialflow,1,val_error_rate,0.673567056656,0.69302046299,0.727940738201
589,winered,radialflow,2,val_error_rate,0.645501077175,0.673054635525,0.682235479355
590,winered,radialflow,3,val_error_rate,0.697377681732,0.867588102818,0.873304009438
591,winered,radialflow,4,val_error_rate,0.683196127415,0.683677315712,0.694218337536
592,winered,radialflow,8,val_error_rate,0.660410404205,0.70344555378,inf
593,winered,radialflow,20,val_error_rate,inf,inf,inf
594,yacht,mixture,1,best_val_loss,2.24801892326,2.32298392341,2.43340982142
595,yacht,mixture,2,best_val_loss,2.20293734187,2.26934771311,2.3591831071
596,yacht,mixture,3,best_val_loss,1.52677728165,3.43280987512,3.73889914013
597,yacht,mixture,4,best_val_loss,4.91842833019,5.04824574788,5.15843350547
598,yacht,mixture,8,best_val_loss,4.00988101959,4.10221258799,6.36172962189
599,yacht,mixture,20,best_val_loss,15.90611367,35.2659735907,72.1586203348
600,yacht,baseline,1,best_val_loss,2.46101106916,2.68661925906,2.68974617549
601,yacht,baseline,2,best_val_loss,1.76661350614,1.93452903203,1.96609438033
602,yacht,baseline,3,best_val_loss,1.40883591062,1.50586232685,1.62052277156
603,yacht,baseline,4,best_val_loss,1.87011062077,1.89173017229,1.89814996719
604,yacht,baseline,8,best_val_loss,1.95215102604,1.97343821753,2.09599326906
605,yacht,baseline,20,best_val_loss,2.18395746322,2.19320692335,2.27426052094
606,yacht,planarflowdet,1,best_val_loss,1.50174415679,1.62031684603,1.72697695096
607,yacht,planarflowdet,2,best_val_loss,1.38129806519,1.40764072963,1.550824347
608,yacht,planarflowdet,3,best_val_loss,1.08771195298,1.33533686967,1.55185952073
609,yacht,planarflowdet,4,best_val_loss,0.77797966344,1.05589334738,1.17664359865
610,yacht,planarflowdet,8,best_val_loss,1.4499265807,2.09480916432,6.22562135022
611,yacht,planarflowdet,20,best_val_loss,0.875479698181,2.6578433173,4.77351497468
612,yacht,baselinedetplus,1,best_val_loss,-0.945662021637,-0.924505574363,-0.817733900888
613,yacht,baselinedetplus,2,best_val_loss,-1.68034240178,-1.59577342442,-1.39638505663
614,yacht,baselinedetplus,3,best_val_loss,-0.442703655788,-0.402438265937,-0.356435503278
615,yacht,baselinedetplus,4,best_val_loss,-0.398521184921,-0.315703289849,-0.291688748768
616,yacht,baselinedetplus,8,best_val_loss,-0.0190850219556,0.136305723872,0.210309743881
617,yacht,baselinedetplus,20,best_val_loss,0.458638974598,0.478343895503,0.601694379534
618,yacht,radialflowdet,1,best_val_loss,-1.34830910819,-0.804838003431,-0.803004446484
619,yacht,radialflowdet,2,best_val_loss,-1.02597327459,-1.0244839532,-0.87006795974
620,yacht,radialflowdet,3,best_val_loss,-0.965904644557,-0.358534835634,-0.330849125272
621,yacht,radialflowdet,4,best_val_loss,-0.867352167765,-0.866279919942,-0.562462397984
622,yacht,radialflowdet,8,best_val_loss,-1.44876080922,-1.1324940636,-0.840682356698
623,yacht,radialflowdet,20,best_val_loss,5527.85365513,38304.0332031,10604.5287388
624,yacht,baselineplus,1,best_val_loss,3.36853940146,3.44343403408,3.58212507339
625,yacht,baselineplus,2,best_val_loss,2.66583844594,2.6758959634,3.42759940738
626,yacht,baselineplus,3,best_val_loss,2.67928514026,2.76489830017,2.77445815858
627,yacht,baselineplus,4,best_val_loss,5.15541093009,5.19689628056,5.28254162925
628,yacht,baselineplus,8,best_val_loss,10.1918673742,10.2385347003,10.8478295462
629,yacht,baselineplus,20,best_val_loss,4.95103091285,5.0905263492,5.6618224144
630,yacht,planarflow,1,best_val_loss,2.67770317623,2.80406534104,2.82302502223
631,yacht,planarflow,2,best_val_loss,2.63254020328,2.70223880949,2.84765956515
632,yacht,planarflow,3,best_val_loss,4.06576719738,4.13783759163,4.77152974265
633,yacht,planarflow,4,best_val_loss,2.45972475324,2.6888168335,4.95680513836
634,yacht,planarflow,8,best_val_loss,3.64585876465,3.88626820701,7.38824147156
635,yacht,planarflow,20,best_val_loss,,,
636,yacht,baselinedet,1,best_val_loss,-1.06917585645,-0.949110167367,-0.896765232086
637,yacht,baselinedet,2,best_val_loss,-1.46816757747,-1.3991564342,-1.28070708684
638,yacht,baselinedet,3,best_val_loss,-1.37376689911,-1.2968353544,-1.25685432979
639,yacht,baselinedet,4,best_val_loss,-1.53511265346,-1.48074517931,-1.40568242754
640,yacht,baselinedet,8,best_val_loss,-1.53299263545,-1.52398681641,-1.22596114022
641,yacht,baselinedet,20,best_val_loss,-0.907295703888,-0.843495368958,-0.502090420042
642,yacht,radialflow,1,best_val_loss,13.1307160954,17.2942381796,19.1625340887
643,yacht,radialflow,2,best_val_loss,7.90024301034,7.92412028208,8.44650485052
644,yacht,radialflow,3,best_val_loss,8.17480241567,8.90568641477,9.17446201857
645,yacht,radialflow,4,best_val_loss,23.5634443837,25.6002013219,26.0740245566
646,yacht,radialflow,8,best_val_loss,3.07270203323,3.10802876892,3.24060176618
647,yacht,radialflow,20,best_val_loss,inf,inf,inf
648,yacht,mixture,1,val_error_rate,6.39165687561,6.47389888763,6.67227077484
649,yacht,mixture,2,val_error_rate,10.0707731247,12.2033634186,12.6918563843
650,yacht,mixture,3,val_error_rate,9.21219921112,11.9094314575,12.6189022064
651,yacht,mixture,4,val_error_rate,6.45049095154,7.22275590897,7.90008592606
652,yacht,mixture,8,val_error_rate,8.23664188385,8.46511268616,10.9996976852
653,yacht,mixture,20,val_error_rate,11.4500732422,12.7592258453,14.4565000534
654,yacht,baseline,1,val_error_rate,4.66664934158,5.06017255783,5.99633789062
655,yacht,baseline,2,val_error_rate,7.64846801758,8.9471654892,9.14459609985
656,yacht,baseline,3,val_error_rate,7.25957918167,10.9470386505,11.6773796082
657,yacht,baseline,4,val_error_rate,5.80183124542,6.68453073502,7.04634046555
658,yacht,baseline,8,val_error_rate,6.09430551529,7.81342029572,7.86197805405
659,yacht,baseline,20,val_error_rate,7.41379451752,9.05225753784,10.246008873
660,yacht,planarflowdet,1,val_error_rate,1.2531195879,1.36320054531,1.45038497448
661,yacht,planarflowdet,2,val_error_rate,3.82091736794,4.70074081421,6.10186862946
662,yacht,planarflowdet,3,val_error_rate,2.329641819,2.53928399086,3.01540732384
663,yacht,planarflowdet,4,val_error_rate,1.9232596159,2.19375491142,3.0079369545
664,yacht,planarflowdet,8,val_error_rate,16.7475452423,24.8374423981,30.4840755463
665,yacht,planarflowdet,20,val_error_rate,3.22716999054,4.07043027878,20.1880016327
666,yacht,baselinedetplus,1,val_error_rate,1.38135492802,1.50498473644,1.6483553648
667,yacht,baselinedetplus,2,val_error_rate,0.612335145473,0.799723029137,0.804424464703
668,yacht,baselinedetplus,3,val_error_rate,1.77103245258,2.03439998627,2.49543881416
669,yacht,baselinedetplus,4,val_error_rate,2.23205471039,2.36154842377,2.46797037125
670,yacht,baselinedetplus,8,val_error_rate,3.41472458839,4.32645225525,4.48663806915
671,yacht,baselinedetplus,20,val_error_rate,5.85907077789,6.15002918243,6.51425457001
672,yacht,radialflowdet,1,val_error_rate,0.626028299332,0.769744932652,0.852677464485
673,yacht,radialflowdet,2,val_error_rate,0.718891561031,0.804407775402,0.80508261919
674,yacht,radialflowdet,3,val_error_rate,0.732531011105,0.819423317909,0.83021479845
675,yacht,radialflowdet,4,val_error_rate,0.550539672375,0.772153139114,0.808049798012
676,yacht,radialflowdet,8,val_error_rate,0.531363606453,0.784478783607,0.803814589977
