,batch_size,best_epoch,best_test_loss,best_val_loss,datasetname,minus_log_s1,model,n_normflows,opt_decay,opt_identifier,opt_momentum,opt_offset,opt_step_rate,percent,test_error_rate,test_measures,val_error_rate
266,100.0,225.0,4.42274460283,4.70567103013,concrete,1.0,baselineplus,3,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,1.0,38.2478027344,best_val_loss,37.6547431946
267,10.0,189.0,9.88415868074,10.1959099445,concrete,1.0,baselineplus,4,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,1.0,17.2461242676,best_val_loss,16.1669197083
268,10.0,565.0,6.25759532151,5.9385652713,concrete,1.0,baselineplus,8,0.9571221857,adam,0.000989787180952,0.000180066970598,0.001,1.0,42.9322547913,best_val_loss,42.5217399597
269,100.0,219.0,16.6781722874,17.6103091223,concrete,2.0,baselineplus,20,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,1.0,49.0569000244,best_val_loss,57.4417457581
270,10.0,282.0,2.36668381182,1.93571083862,concrete,2.0,planarflow,1,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,0.25,13.4364089966,best_val_loss,10.6762313843
271,10.0,308.0,10.1203610318,9.58868616029,concrete,5.0,planarflow,2,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,0.25,19.1914157867,best_val_loss,15.7098522186
272,10.0,266.0,2.29781852648,1.9982185227,concrete,2.0,planarflow,3,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,0.25,14.2477312088,best_val_loss,11.1512784958
273,10.0,323.0,2.8999786377,2.51500649948,concrete,3.0,planarflow,4,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,0.25,18.5856838226,best_val_loss,14.2467823029
274,10.0,288.0,3.58797343726,3.03683482618,concrete,3.0,planarflow,8,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,0.25,18.5894031525,best_val_loss,13.3742218018
275,100.0,0.0,inf,,concrete,7.0,planarflow,20,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,0.25,inf,best_val_loss,inf
276,10.0,940.0,2.54612361575,2.75116992253,concrete,5.0,planarflow,1,0.9571221857,adam,0.000989787180952,0.000180066970598,0.001,0.5,19.2165431976,best_val_loss,14.6431436539
277,100.0,371.0,2.61285044846,2.15389752132,concrete,1.0,planarflow,2,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,0.5,15.7458267212,best_val_loss,13.6477117538
278,100.0,367.0,2.79106777154,2.83618021866,concrete,1.0,planarflow,3,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,0.5,17.1006832123,best_val_loss,11.5768156052
279,10.0,276.0,50.8124602975,51.4769789173,concrete,5.0,planarflow,4,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,0.5,18.3732852936,best_val_loss,14.993850708
280,10.0,241.0,8.36980149352,7.86402608673,concrete,3.0,planarflow,8,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,0.5,14.7246074677,best_val_loss,10.6928596497
281,100.0,0.0,inf,,concrete,1.0,planarflow,20,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,0.5,inf,best_val_loss,inf
282,10.0,201.0,33.9124862523,32.7056410048,concrete,5.0,planarflow,1,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,1.0,19.4867687225,best_val_loss,14.9623117447
283,100.0,175.0,3.76046486271,3.42736791795,concrete,4.0,planarflow,2,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,1.0,19.912399292,best_val_loss,15.3336267471
284,100.0,218.0,2.64345454244,2.83463350248,concrete,1.0,planarflow,3,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,1.0,17.1888332367,best_val_loss,14.0480537415
285,10.0,135.0,4.52466768431,4.50677946904,concrete,1.0,planarflow,4,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,1.0,7.40132665634,best_val_loss,6.77919006348
286,10.0,697.0,6.57778812149,5.67946370443,concrete,1.0,planarflow,8,0.9571221857,adam,0.000989787180952,0.000180066970598,0.001,1.0,10.0698299408,best_val_loss,8.22574615479
287,100.0,0.0,inf,,concrete,2.0,planarflow,20,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,1.0,inf,best_val_loss,inf
288,100.0,423.0,1.26193192862,1.28426073956,concrete,5.0,baselinedet,1,0.957318230759,rmsprop,0.955480723872,1.01791199709e-05,0.0001,0.25,15.549530983,best_val_loss,14.8924789429
289,100.0,104.0,1.68205127901,1.37767422584,concrete,6.0,baselinedet,2,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,0.25,19.8761520386,best_val_loss,15.9734716415
290,100.0,172.0,1.82205200195,1.24191883046,concrete,2.0,baselinedet,3,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,0.25,19.2730064392,best_val_loss,15.1317892075
291,10.0,40.0,1.39418237186,1.31373358286,concrete,3.0,baselinedet,4,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,0.25,16.8946704865,best_val_loss,15.4885988235
292,100.0,353.0,1.38805070896,1.4903328188,concrete,1.0,baselinedet,8,0.957318230759,rmsprop,0.955480723872,1.01791199709e-05,0.0001,0.25,16.6997661591,best_val_loss,18.2177734375
293,10.0,171.0,1.7744487281,1.89277353594,concrete,6.0,baselinedet,20,0.9571221857,adam,0.000989787180952,0.000180066970598,0.001,0.25,24.3375015259,best_val_loss,26.3978366852
294,100.0,167.0,1.11342206048,1.0062789917,concrete,6.0,baselinedet,1,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,0.5,12.4991178513,best_val_loss,11.542801857
295,100.0,167.0,0.95851675978,1.11667534613,concrete,1.0,baselinedet,2,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,0.5,10.8065500259,best_val_loss,12.4722442627
296,100.0,167.0,0.865858800203,0.801844114898,concrete,1.0,baselinedet,3,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,0.5,10.1759614944,best_val_loss,9.44296646118
297,100.0,206.0,1.02265759811,1.1022221555,concrete,7.0,baselinedet,4,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,0.5,11.6690692902,best_val_loss,12.7121982574
298,100.0,97.0,1.4655062481,1.24610917286,concrete,4.0,baselinedet,8,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,0.5,16.5227184296,best_val_loss,14.445775032
299,100.0,171.0,1.1412720171,0.948838592857,concrete,1.0,baselinedet,20,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,0.5,12.4558372498,best_val_loss,10.9203290939
300,100.0,165.0,0.718357271361,0.530422784949,concrete,6.0,baselinedet,1,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,1.0,8.60941505432,best_val_loss,6.28828954697
301,100.0,187.0,0.672067882945,0.596390385782,concrete,4.0,baselinedet,2,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,1.0,8.33781337738,best_val_loss,7.82273101807
302,100.0,100.0,1.24008289819,0.944971720378,concrete,1.0,baselinedet,3,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,1.0,14.7718105316,best_val_loss,10.634519577
303,100.0,401.0,0.607868861226,0.411507514215,concrete,6.0,baselinedet,4,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,1.0,7.79184579849,best_val_loss,6.44111776352
304,10.0,143.0,1.30953964678,0.628661863265,concrete,1.0,baselinedet,8,0.9571221857,adam,0.000989787180952,0.000180066970598,0.001,1.0,9.89113330841,best_val_loss,7.46522569656
305,100.0,335.0,0.405618612049,0.520096604542,concrete,2.0,baselinedet,20,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,1.0,6.1308965683,best_val_loss,7.08783102036
306,10.0,28.0,264.656805101,262.247694704,concrete,2.0,radialflow,1,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,0.25,110.871002197,best_val_loss,103.066131592
307,10.0,30.0,34472.4684737,37761.0534257,concrete,5.0,radialflow,2,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,0.25,51.4576911926,best_val_loss,57.1635169983
308,100.0,34.0,154.625240815,133.122434812,concrete,2.0,radialflow,3,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,0.25,95.5606307983,best_val_loss,99.7870635986
309,10.0,19.0,911.189898572,1086.39612784,concrete,3.0,radialflow,4,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,0.25,73.3711700439,best_val_loss,78.7287902832
310,10.0,157.0,1.76565807434,1.41082609352,concrete,3.0,radialflow,8,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,0.25,18.722120285,best_val_loss,14.5635900497
311,100.0,0.0,inf,inf,concrete,7.0,radialflow,20,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,0.25,inf,best_val_loss,inf
312,10.0,8.0,388.721148248,349.057677557,concrete,2.0,radialflow,1,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,0.5,115.515670776,best_val_loss,140.090087891
313,10.0,8.0,19.5711929271,27.7872537644,concrete,1.0,radialflow,2,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,0.5,79.7961273193,best_val_loss,80.1964263916
314,10.0,93.0,3310.12287333,3738.77080423,concrete,4.0,radialflow,3,0.9571221857,adam,0.000989787180952,0.000180066970598,0.001,0.5,39.0672798157,best_val_loss,40.8386192322
315,10.0,20.0,15224.9231081,17004.8966019,concrete,4.0,radialflow,4,0.9571221857,adam,0.000989787180952,0.000180066970598,0.001,0.5,158.132293701,best_val_loss,169.020843506
316,100.0,157.0,2.80872027639,2.41229037329,concrete,4.0,radialflow,8,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,0.5,19.2117271423,best_val_loss,14.8185491562
317,100.0,0.0,inf,inf,concrete,1.0,radialflow,20,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,0.5,inf,best_val_loss,inf
318,10.0,124.0,19650.5002704,20437.2076568,concrete,5.0,radialflow,1,0.9571221857,adam,0.000989787180952,0.000180066970598,0.001,1.0,41.0623207092,best_val_loss,46.5347328186
319,10.0,33.0,125.029615311,129.152287849,concrete,2.0,radialflow,2,0.9571221857,adam,0.000989787180952,0.000180066970598,0.001,1.0,63.1159858704,best_val_loss,63.6442375183
320,100.0,31.0,25.8193588713,23.1425105231,concrete,1.0,radialflow,3,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,1.0,45.3481636047,best_val_loss,48.7499198914
321,10.0,5.0,12.2762293995,12.7361957605,concrete,1.0,radialflow,4,0.912909685765,rmsprop,0.973447443509,2.81618140033e-05,0.0001,1.0,42.0560073853,best_val_loss,41.5617790222
322,100.0,67.0,41.8032865803,44.4155675775,concrete,6.0,radialflow,8,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,1.0,18.2714557648,best_val_loss,14.937379837
323,100.0,0.0,inf,inf,concrete,2.0,radialflow,20,0.904882497394,rmsprop,0.00664346881683,1.0534947547e-05,0.01,1.0,inf,best_val_loss,inf
324,1.0,490.0,3.91781596394,4.3906909761,energy,5.0,mixture,1,0.892577483924,adam,0.00713582002473,0.00073108178565,0.001,0.25,9.52632427216,best_val_loss,10.4027013779
325,10.0,27.0,10.5129699707,10.7440219697,energy,2.0,mixture,2,0.934125143078,adam,0.0076485879586,0.00031200898421,0.1,0.25,13.8283395767,best_val_loss,16.0488567352
326,1.0,481.0,1110.1687847,4.63613437471,energy,5.0,mixture,3,0.892577483924,adam,0.00713582002473,0.00073108178565,0.001,0.25,9.37302875519,best_val_loss,11.1896333694
327,10.0,98.0,3.22705444732,4.25860265096,energy,1.0,mixture,4,0.934125143078,adam,0.0076485879586,0.00031200898421,0.1,0.25,11.6372089386,best_val_loss,11.9469509125
328,1.0,195.0,22.1067100624,14.9729101272,energy,1.0,mixture,8,0.892577483924,adam,0.00713582002473,0.00073108178565,0.001,0.25,44.3817062378,best_val_loss,41.1050262451
329,10.0,99.0,9.50110378513,8.94200177874,energy,2.0,mixture,20,0.934125143078,adam,0.0076485879586,0.00031200898421,0.1,0.25,14.1597108841,best_val_loss,16.6766052246
330,10.0,65.0,2.57234835934,2.64035430182,energy,1.0,mixture,1,0.934125143078,adam,0.0076485879586,0.00031200898421,0.1,0.5,11.7716379166,best_val_loss,12.6248703003
331,1.0,255.0,2.22473023155,1.83513195401,energy,2.0,mixture,2,0.892577483924,adam,0.00713582002473,0.00073108178565,0.001,0.5,2.71883678436,best_val_loss,3.58807492256
332,1.0,281.0,2.00593512399,2.45518724351,energy,1.0,mixture,3,0.892577483924,adam,0.00713582002473,0.00073108178565,0.001,0.5,3.05402064323,best_val_loss,3.63969612122
333,1.0,280.0,8499.69469303,171.326024955,energy,5.0,mixture,4,0.892577483924,adam,0.00713582002473,0.00073108178565,0.001,0.5,27.0845851898,best_val_loss,23.3904781342
334,1.0,278.0,3.4113957789,3.30871247791,energy,1.0,mixture,8,0.892577483924,adam,0.00713582002473,0.00073108178565,0.001,0.5,3.14496445656,best_val_loss,4.42405843735
335,1.0,295.0,14.9260838496,8.92485878354,energy,1.0,mixture,20,0.892577483924,adam,0.00713582002473,0.00073108178565,0.001,0.5,6.85435914993,best_val_loss,7.60129070282
336,1.0,196.0,21.8840625317,18.6649888901,energy,5.0,mixture,1,0.892577483924,adam,0.00713582002473,0.00073108178565,0.001,1.0,9.53198242188,best_val_loss,10.3740873337
337,1.0,307.0,21.9992415193,11.4114040193,energy,5.0,mixture,2,0.892577483924,adam,0.00713582002473,0.00073108178565,0.001,1.0,9.13197135925,best_val_loss,10.8474235535
338,1.0,190.0,3.99513140592,2.79966419765,energy,1.0,mixture,3,0.892577483924,adam,0.00713582002473,0.00073108178565,0.001,1.0,2.66111540794,best_val_loss,3.03706121445
339,10.0,20.0,7973.55471168,479.232538859,energy,4.0,mixture,4,0.934125143078,adam,0.0076485879586,0.00031200898421,0.1,1.0,20.750957489,best_val_loss,23.9607086182
340,1.0,315.0,5.01919506123,3.10602481479,energy,2.0,mixture,8,0.892577483924,adam,0.00713582002473,0.00073108178565,0.001,1.0,2.79562616348,best_val_loss,3.31113028526
341,1.0,244.0,9.2073024403,5.5211034139,energy,1.0,mixture,20,0.892577483924,adam,0.00713582002473,0.00073108178565,0.001,1.0,3.35320782661,best_val_loss,3.40578460693
342,10.0,328.0,2.19872908159,2.29934430804,energy,1.0,baseline,1,0.934125143078,adam,0.0076485879586,0.00031200898421,0.1,0.25,5.87074232101,best_val_loss,6.13054227829
343,1.0,361.0,2.45606449672,2.47237032936,energy,4.0,baseline,2,0.892577483924,adam,0.00713582002473,0.00073108178565,0.001,0.25,9.12828922272,best_val_loss,10.8827219009
344,1.0,317.0,5.40803121592,4.70385785784,energy,5.0,baseline,3,0.892577483924,adam,0.00713582002473,0.00073108178565,0.001,0.25,9.42589187622,best_val_loss,11.2369661331
345,10.0,130.0,2.4326504794,2.49899175735,energy,1.0,baseline,4,0.934125143078,adam,0.0076485879586,0.00031200898421,0.1,0.25,12.2749357224,best_val_loss,12.6202917099
346,1.0,346.0,2.73551009537,1.95356116522,energy,1.0,baseline,8,0.892577483924,adam,0.00713582002473,0.00073108178565,0.001,0.25,3.37170267105,best_val_loss,3.67167687416
347,1.0,358.0,1.52204917313,1.63059436253,energy,2.0,baseline,20,0.892577483924,adam,0.00713582002473,0.00073108178565,0.001,0.25,2.95918369293,best_val_loss,4.01374912262
348,1.0,250.0,2.96612499287,2.94451362973,energy,4.0,baseline,1,0.892577483924,adam,0.00713582002473,0.00073108178565,0.001,0.5,9.30389308929,best_val_loss,10.9547319412
349,1.0,161.0,2.98813376489,2.32079565866,energy,2.0,baseline,2,0.892577483924,adam,0.00713582002473,0.00073108178565,0.001,0.5,2.74644088745,best_val_loss,3.39183831215
350,1.0,159.0,2.34688309261,2.69732375372,energy,1.0,baseline,3,0.892577483924,adam,0.00713582002473,0.00073108178565,0.001,0.5,2.91457128525,best_val_loss,3.31018209457
351,1.0,252.0,6.06193314589,6.65577457973,energy,5.0,baseline,4,0.892577483924,adam,0.00713582002473,0.00073108178565,0.001,0.5,9.5522146225,best_val_loss,10.8495883942
352,1.0,193.0,2.36424192206,2.64916993096,energy,1.0,baseline,8,0.892577483924,adam,0.00713582002473,0.00073108178565,0.001,0.5,2.61645889282,best_val_loss,3.13760375977
353,1.0,180.0,2.60715405353,2.70406218937,energy,1.0,baseline,20,0.892577483924,adam,0.00713582002473,0.00073108178565,0.001,0.5,2.90715169907,best_val_loss,2.98590159416
354,1.0,179.0,8.29240912896,8.96331678118,energy,5.0,baseline,1,0.892577483924,adam,0.00713582002473,0.00073108178565,0.001,1.0,9.26332855225,best_val_loss,11.3829698563
355,1.0,249.0,7.76818401783,8.6247400193,energy,5.0,baseline,2,0.892577483924,adam,0.00713582002473,0.00073108178565,0.001,1.0,9.49592590332,best_val_loss,10.2666110992
356,1.0,161.0,2.99235508659,3.50187194461,energy,1.0,baseline,3,0.892577483924,adam,0.00713582002473,0.00073108178565,0.001,1.0,2.72597360611,best_val_loss,2.81763601303
357,10.0,20.0,101.008693844,84.4827538263,energy,4.0,baseline,4,0.934125143078,adam,0.0076485879586,0.00031200898421,0.1,1.0,8.27711296082,best_val_loss,9.93633842468
358,1.0,133.0,2.74674501667,2.98785647892,energy,2.0,baseline,8,0.892577483924,adam,0.00713582002473,0.00073108178565,0.001,1.0,2.49515914917,best_val_loss,3.0155646801
359,1.0,111.0,3.50732932153,3.61852962857,energy,1.0,baseline,20,0.892577483924,adam,0.00713582002473,0.00073108178565,0.001,1.0,2.81439876556,best_val_loss,3.03677415848
360,10.0,189.0,2.84130978275,2.68675958543,energy,1.0,planarflowdet,1,0.934125143078,adam,0.0076485879586,0.00031200898421,0.1,0.25,11.0940589905,best_val_loss,12.0575227737
361,1.0,399.0,2.39928337196,2.14744498843,energy,4.0,planarflowdet,2,0.892577483924,adam,0.00713582002473,0.00073108178565,0.001,0.25,7.28035974503,best_val_loss,7.03013706207
362,1.0,422.0,3.59423134544,3.68008887881,energy,5.0,planarflowdet,3,0.892577483924,adam,0.00713582002473,0.00073108178565,0.001,0.25,9.09065914154,best_val_loss,8.71781539917
363,1.0,309.0,13.2647776418,23.6560403733,energy,4.0,planarflowdet,4,0.892577483924,adam,0.00713582002473,0.00073108178565,0.001,0.25,23.6073913574,best_val_loss,25.1756420135
364,1.0,592.0,1.51546973687,1.57682595026,energy,1.0,planarflowdet,8,0.892577483924,adam,0.00713582002473,0.00073108178565,0.001,0.25,3.85051631927,best_val_loss,5.79195404053
365,10.0,222.0,511.414081524,447.77554176,energy,2.0,planarflowdet,20,0.934125143078,adam,0.0076485879586,0.00031200898421,0.1,0.25,147.009048462,best_val_loss,128.218841553
366,1.0,267.0,2.27127412078,2.15690004485,energy,4.0,planarflowdet,1,0.892577483924,adam,0.00713582002473,0.00073108178565,0.001,0.5,3.019115448,best_val_loss,3.15206718445
367,1.0,263.0,1.85489837845,1.2861426853,energy,2.0,planarflowdet,2,0.892577483924,adam,0.00713582002473,0.00073108178565,0.001,0.5,2.88220214844,best_val_loss,2.88094425201
368,1.0,338.0,1.22054758939,1.30242321378,energy,1.0,planarflowdet,3,0.892577483924,adam,0.00713582002473,0.00073108178565,0.001,0.5,4.87930488586,best_val_loss,7.531727314
369,1.0,268.0,6.01410457066,6.31885314215,energy,5.0,planarflowdet,4,0.892577483924,adam,0.00713582002473,0.00073108178565,0.001,0.5,6.06500482559,best_val_loss,5.63800525665
370,10.0,276.0,11.3692881597,12.3017902193,energy,2.0,planarflowdet,8,0.934125143078,adam,0.0076485879586,0.00031200898421,0.1,0.5,9.65240859985,best_val_loss,54.9444770813
371,10.0,403.0,15.0186985561,28.0447491237,energy,5.0,planarflowdet,20,0.934125143078,adam,0.0076485879586,0.00031200898421,0.1,0.5,7.69465017319,best_val_loss,7.26064872742
372,1.0,193.0,7.25879044966,7.9196139381,energy,5.0,planarflowdet,1,0.892577483924,adam,0.00713582002473,0.00073108178565,0.001,1.0,0.975821793079,best_val_loss,0.896181702614
373,1.0,224.0,14.0065806005,13.7994523185,energy,5.0,planarflowdet,2,0.892577483924,adam,0.00713582002473,0.00073108178565,0.001,1.0,7.31381988525,best_val_loss,6.54333591461
374,10.0,76.0,10.5216629226,11.252314613,energy,2.0,planarflowdet,3,0.934125143078,adam,0.0076485879586,0.00031200898421,0.1,1.0,8.50960445404,best_val_loss,9.98638153076
375,10.0,51.0,18.3453371122,23.1283028012,energy,4.0,planarflowdet,4,0.934125143078,adam,0.0076485879586,0.00031200898421,0.1,1.0,15.2436265945,best_val_loss,13.1669816971
376,1.0,148.0,9.64186128393,10.6555661156,energy,2.0,planarflowdet,8,0.892577483924,adam,0.00713582002473,0.00073108178565,0.001,1.0,19.4468898773,best_val_loss,5.03962469101
377,1.0,152.0,19.210710798,17.4222424825,energy,1.0,planarflowdet,20,0.892577483924,adam,0.00713582002473,0.00073108178565,0.001,1.0,130.058074951,best_val_loss,45.8860054016
378,10.0,104.0,0.455880251798,0.522590909685,energy,1.0,baselinedetplus,1,0.934125143078,adam,0.0076485879586,0.00031200898421,0.1,0.25,3.7450633049,best_val_loss,4.59725999832
379,10.0,26.0,2.07009768796,2.08227669852,energy,2.0,baselinedetplus,2,0.934125143078,adam,0.0076485879586,0.00031200898421,0.1,0.25,17.4379673004,best_val_loss,18.402551651
380,10.0,112.0,2.03584487717,2.08173326765,energy,2.0,baselinedetplus,3,0.934125143078,adam,0.0076485879586,0.00031200898421,0.1,0.25,19.8163261414,best_val_loss,21.6367874146
381,10.0,82.0,2.2950825877,2.39856087821,energy,1.0,baselinedetplus,4,0.934125143078,adam,0.0076485879586,0.00031200898421,0.1,0.25,23.1191711426,best_val_loss,24.9508724213
382,1.0,129.0,2.98675933442,3.4341343471,energy,1.0,baselinedetplus,8,0.892577483924,adam,0.00713582002473,0.00073108178565,0.001,0.25,41.750453949,best_val_loss,49.4192581177
383,10.0,70.0,3.23181647759,2.92217908587,energy,2.0,baselinedetplus,20,0.934125143078,adam,0.0076485879586,0.00031200898421,0.1,0.25,52.6338272095,best_val_loss,45.6778678894
384,10.0,321.0,0.307484886863,0.360436766488,energy,1.0,baselinedetplus,1,0.934125143078,adam,0.0076485879586,0.00031200898421,0.1,0.5,2.72394728661,best_val_loss,3.44035148621
385,10.0,57.0,0.661988444143,0.783054024833,energy,5.0,baselinedetplus,2,0.934125143078,adam,0.0076485879586,0.00031200898421,0.1,0.5,4.37535858154,best_val_loss,5.13299226761
386,10.0,137.0,1.42098404525,1.32025876726,energy,6.0,baselinedetplus,3,0.934125143078,adam,0.0076485879586,0.00031200898421,0.1,0.5,10.5886011124,best_val_loss,9.82830238342
387,10.0,122.0,0.819276041799,0.92464893886,energy,7.0,baselinedetplus,4,0.934125143078,adam,0.0076485879586,0.00031200898421,0.1,0.5,4.80818414688,best_val_loss,6.392141819
388,10.0,289.0,1.2784120634,1.2917993818,energy,2.0,baselinedetplus,8,0.934125143078,adam,0.0076485879586,0.00031200898421,0.1,0.5,5.52333164215,best_val_loss,6.60953521729
389,10.0,64.0,2.4286635758,2.41722063337,energy,5.0,baselinedetplus,20,0.934125143078,adam,0.0076485879586,0.00031200898421,0.1,0.5,26.9408130646,best_val_loss,24.8039245605
390,10.0,35.0,0.399014658742,0.478601619176,energy,4.0,baselinedetplus,1,0.934125143078,adam,0.0076485879586,0.00031200898421,0.1,1.0,3.2676627636,best_val_loss,3.99147391319
391,10.0,31.0,0.523597073245,0.436342048645,energy,5.0,baselinedetplus,2,0.934125143078,adam,0.0076485879586,0.00031200898421,0.1,1.0,4.47857284546,best_val_loss,3.71700787544
392,10.0,191.0,0.583126910321,0.575495910645,energy,2.0,baselinedetplus,3,0.934125143078,adam,0.0076485879586,0.00031200898421,0.1,1.0,2.4793176651,best_val_loss,2.93950676918
393,10.0,46.0,1.23599451238,1.25599234445,energy,4.0,baselinedetplus,4,0.934125143078,adam,0.0076485879586,0.00031200898421,0.1,1.0,6.96155405045,best_val_loss,8.11209011078
394,10.0,100.0,1.03366069051,0.967664228167,energy,5.0,baselinedetplus,8,0.934125143078,adam,0.0076485879586,0.00031200898421,0.1,1.0,6.63242435455,best_val_loss,6.16369962692
395,10.0,110.0,1.78757248916,1.74249234881,energy,5.0,baselinedetplus,20,0.934125143078,adam,0.0076485879586,0.00031200898421,0.1,1.0,13.9186782837,best_val_loss,11.6435546875
396,10.0,151.0,1.7845571939,1.52601832435,energy,1.0,radialflowdet,1,0.934125143078,adam,0.0076485879586,0.00031200898421,0.1,0.25,3.99067473412,best_val_loss,4.1898355484
397,1.0,340.0,3.1531233354,3.04486087617,energy,4.0,radialflowdet,2,0.892577483924,adam,0.00713582002473,0.00073108178565,0.001,0.25,2.00240039825,best_val_loss,1.96443033218
398,10.0,45.0,6.29278306837,4.76912950788,energy,2.0,radialflowdet,3,0.934125143078,adam,0.0076485879586,0.00031200898421,0.1,0.25,7.56010055542,best_val_loss,7.81881093979
399,10.0,195.0,1.23745088453,1.54317657834,energy,1.0,radialflowdet,4,0.934125143078,adam,0.0076485879586,0.00031200898421,0.1,0.25,3.55884790421,best_val_loss,3.73160719872
400,1.0,269.0,0.31236628743,0.625458299546,energy,1.0,radialflowdet,8,0.892577483924,adam,0.00713582002473,0.00073108178565,0.001,0.25,1.33014035225,best_val_loss,1.41699266434
401,1.0,0.0,inf,168964.240402,energy,2.0,radialflowdet,20,0.892577483924,adam,0.00713582002473,0.00073108178565,0.001,0.25,inf,best_val_loss,inf
402,1.0,263.0,0.0164754297826,0.0682961600167,energy,4.0,radialflowdet,1,0.892577483924,adam,0.00713582002473,0.00073108178565,0.001,0.5,0.574404060841,best_val_loss,0.626248836517
403,1.0,238.0,-0.874335549094,-1.11544298444,energy,2.0,radialflowdet,2,0.892577483924,adam,0.00713582002473,0.00073108178565,0.001,0.5,0.806438088417,best_val_loss,0.639833688736
404,1.0,236.0,-1.12848395806,-1.18908963885,energy,1.0,radialflowdet,3,0.892577483924,adam,0.00713582002473,0.00073108178565,0.001,0.5,0.660587191582,best_val_loss,0.688989460468
405,1.0,281.0,4.42924856211,3.47229058402,energy,5.0,radialflowdet,4,0.892577483924,adam,0.00713582002473,0.00073108178565,0.001,0.5,0.605732738972,best_val_loss,0.735449075699
406,1.0,212.0,-1.1771487942,-1.28385700044,energy,1.0,radialflowdet,8,0.892577483924,adam,0.00713582002473,0.00073108178565,0.001,0.5,0.660435199738,best_val_loss,0.568474173546
407,1.0,0.0,inf,43153.7410017,energy,1.0,radialflowdet,20,0.892577483924,adam,0.00713582002473,0.00073108178565,0.001,0.5,inf,best_val_loss,inf
408,1.0,204.0,5.91425680185,5.62661688668,energy,5.0,radialflowdet,1,0.892577483924,adam,0.00713582002473,0.00073108178565,0.001,1.0,0.63060849905,best_val_loss,0.508136093616
409,1.0,202.0,5.07294087596,5.03625600906,energy,5.0,radialflowdet,2,0.892577483924,adam,0.00713582002473,0.00073108178565,0.001,1.0,0.67373329401,best_val_loss,0.529124081135
410,1.0,258.0,-1.07709651798,-1.63544751122,energy,1.0,radialflowdet,3,0.892577483924,adam,0.00713582002473,0.00073108178565,0.001,1.0,0.692928612232,best_val_loss,0.429805189371
411,1.0,162.0,204.681501711,231.836467961,energy,7.0,radialflowdet,4,0.892577483924,adam,0.00713582002473,0.00073108178565,0.001,1.0,0.68837672472,best_val_loss,0.692780673504
