,best_val_error,best_val_loss,datasetname,modelname,opt_decay,opt_identifier,opt_momentum,opt_step_rate
56,6.39165687561,3.88530315672,yacht,mixture,0.913693958598,adam,0.830267154644,0.001
57,6.21245574951,4.87878288976,yacht,radialflow,0.972426099398,adam,0.893157953082,0.1
58,4.66664934158,6.07736932948,yacht,baseline,0.913693958598,adam,0.830267154644,0.001
59,4.04813241959,6.91509457997,yacht,planarflow,0.913693958598,adam,0.830267154644,0.001
60,0.739195644855,-1.52398681641,yacht,baselinedet,0.843650242283,adam,9.46773299684e-05,0.01
61,5.29113674164,5.97532853626,yacht,baselineplus,0.913693958598,adam,0.830267154644,0.001
62,0.612335145473,-1.68034240178,yacht,baselinedetplus,0.858941739876,adam,0.923833365374,0.01
63,inf,0.165813671215,toy1d,mixture,0.855134467683,adam,0.814380764219,0.001
64,inf,0.155796109955,toy1d,baseline,0.855134467683,adam,0.814380764219,0.001
65,inf,0.1537011796,toy1d,planarflowdet,0.855134467683,adam,0.814380764219,0.001
66,inf,0.13006359273,toy1d,radialflowdet,0.855134467683,adam,0.814380764219,0.001
67,inf,0.157860243791,toy1d,planarflow,0.855134467683,adam,0.814380764219,0.001
68,inf,0.134519559022,toy1d,baselinedet,0.855134467683,adam,0.814380764219,0.001
69,inf,0.147414250981,toy1d,radialflow,0.855134467683,adam,0.814380764219,0.001
70,inf,2.56795336537,toy2d,mixture,0.936229536545,adam,0.901751392341,0.001
71,inf,0.0446202144681,toy2d,baseline,0.936229536545,adam,0.901751392341,0.001
72,inf,8.6691071592,toy2d,planarflowdet,0.936229536545,adam,0.901751392341,0.001
73,inf,2.88674937736,toy2d,radialflowdet,0.936229536545,adam,0.901751392341,0.001
74,inf,1.45469168385,toy2d,planarflow,0.936229536545,adam,0.901751392341,0.001
75,inf,0.0174387672844,toy2d,baselinedet,0.936229536545,adam,0.901751392341,0.001
76,inf,1.89114212475,toy2d,radialflow,0.936229536545,adam,0.901751392341,0.001
