,best_val_error,best_val_loss,datasetname,modelname,opt_decay,opt_identifier,opt_momentum,opt_step_rate
56,13.6304092407,1.52677728165,yacht,mixture,0.801062959819,adam,0.00621770522485,0.001
57,12.9210205078,2.47940038858,yacht,radialflow,0.904882497394,rmsprop,0.00664346881683,0.01
58,11.6773796082,1.40883591062,yacht,baseline,0.801062959819,adam,0.00621770522485,0.001
59,17.7531089783,2.45972475324,yacht,planarflow,0.963117866824,adam,0.868062801426,0.001
60,0.82881039381,-1.53511265346,yacht,baselinedet,0.954057028389,adadelta,0.976187810219,0.1
61,18.318655014,2.66583844594,yacht,baselineplus,0.873333589641,adam,0.91504095396,0.01
62,0.612335145473,-1.68034240178,yacht,baselinedetplus,0.858941739876,adam,0.923833365374,0.01
63,inf,-0.0106860717034,toy1d,mixture,0.918582946022,rmsprop,0.00497246690821,0.01
64,inf,-0.0034294046882,toy1d,baseline,0.96959740172,adam,0.865557324819,0.01
65,inf,-0.010917701574,toy1d,planarflowdet,0.918582946022,rmsprop,0.00497246690821,0.01
66,inf,-0.0149389991139,toy1d,radialflowdet,0.855134467683,adam,0.814380764219,0.001
67,inf,-0.000658375725316,toy1d,planarflow,0.934724414831,adadelta,0.996509595239,0.001
68,inf,-0.00133485088591,toy1d,baselinedet,0.934724414831,adadelta,0.996509595239,0.001
69,inf,-0.00394269707817,toy1d,radialflow,0.934724414831,adadelta,0.996509595239,0.001
70,inf,0.015002914179,toy2d,mixture,0.912909685765,rmsprop,0.973447443509,0.0001
71,inf,0.0438971574236,toy2d,baseline,0.953926194753,adam,0.00435394736543,0.01
72,inf,0.0218435950336,toy2d,planarflowdet,0.96959740172,adam,0.865557324819,0.01
73,inf,0.000502163906169,toy2d,radialflowdet,0.977093949134,adam,0.000353999336952,0.1
74,inf,0.0283249666766,toy2d,planarflow,0.954872181076,adam,0.000524172108033,0.01
75,inf,0.0172513711933,toy2d,baselinedet,0.817721723127,adam,0.0041058849276,0.01
76,inf,0.0109806746487,toy2d,radialflow,0.977093949134,adam,0.000353999336952,0.1
